NO,Sentence,ID,book_name
319,مشهور تاريخچی پلوتارخ يازيرديركی، گؤي اوتاليق، يئر آناليق وظيفه‌سينی يئرينه يئتيرير، ياغيش سايه‌سينده يئر حامله اوْلور و محصول ميدانا گلير.,m5,book1
333,اوْنا گؤره دئميرلركی، اوْنون اوستونده عؤمور سورورلر، سئويب- سئويليرلر، كوسوب باريشيرلار ؟,m5,book1
347,بونلار اؤزدؤورونون عادتی اوزره بير- بيرينين قانينی ايچرك اوْلموشلار.,m5,book1
361,اوْنون يانينا گليب نه يئييب-ايچديگينی سوْروشور، قازان دئيير:,m5,book1
375,اصلينده قوْرخو، قوْرخا قليق آنلاييشی جيير- باغير لا يوْخ، ‌له علاقه‌دار‌دير.,m5,book1
389,ايلك انسان كيومرث اوْغلو هوشنگی‌ بير داغدا قوْيوب گئتميشدی و اوْنو ديولر اؤلدورموشدو.,m5,book1
403,آوروپا دا ايسه بايقوش بيليجي‌ليك رمزی حساب اوْلونور.,m5,book1
417,بو سؤز ايفاده‌سي هئچ بير شئی وئرمه‌مك، آلداتماق.,m5,book1
431,مجازی معنادا، اذيت، چتينليك چكمك، سهو ائتمك و سوْنرا اؤزونه گلمك، آييلماق.,m5,book1
445,ايفاده‌نين حقيقی معناسی دينی بير روايتله علاقه‌دار دير.,m5,book1
459,بو عادت داها بير سيرا خالقلاردا اولموشدور.,m5,book1
473,آداملار اؤزخسته‌ليك‌لريندن وباشقا زيانلاردان ياخا قورتارماق اوچون نذر وئرمه‌يی عهد ائدير.,m5,book1
487,گولوشدوکجه اونون سؤزلرینی باشا دوشوب بئکف اولماغا باشلاییرلار.,m5,book1
501,او اوره‌یینی بوشاتماق اوچون مناسب یئرلر آختاریر، نهایت گلیب، بیر قویونون قیراغینا چاتیر.,m5,book1
515,وزیر تئز سس‌سیز دوشونجه‌دن اسکندرله بو مسئله‌نی آرایا قويور.,m5,book1
529,قربان هئچ سؤز دئییرلر یئرده قالماز بیرگون اولار یئرین آلتیندا اولسادا گؤیه‌ره‌ر.,m5,book1
543,آرادان بیر نئچه گون کئچیب، بو آدام اوغورلوغا گئتمک ایسته دی.,m5,book1
557,بئله‌لیکله بو آدام اوغورلوغو ترگیدیب، ائوده اوتورماغا باشلادی.,m5,book1
571,قوجا اکینجی، زمییه چاتان کیمی بیر دسته سونبول قوپاریب، الی ایله اونلارین کؤگونو یوخلاییر و اوغلونا دئییرکی، اوغول تورپاغین بیر شومونا عمل ائتمه‌میسن، یعنی اونو دؤرد دفعه یوخ، بلکه اوچ دفعه شوملامیسان اودورکی تاخیل کؤک باغلاماییب.,m5,book1
585,بیز بعضا ً آتالار سؤزونون آدی و هدفی ایله قلمه آلینان، افسانه‌لره و داستانلارا، راست گلیریک.,m5,book1
599,کافرلردن بیری پیغمبر دوشمنلرینه جاسوسلوق ائله‌مک اوچون، حضرتین قوشونو باره ده اؤز آداملارینا معلومات وئرمه‌گه باشلادی.,m5,book1
613,او باخیب گؤردوکی، قاپی باغلی دیر.,m5,book1
627,او میلچک‌لری اؤلدوره- اؤلدور دئیه‌ردی.,m5,book1
641,اینانمیرسان بو مئیدان بودا شیطان، گل گوجوموزو سینایاق.,m5,book1
655,دیولر احمدی آیاقدان دیرناغا سوروب، احتیاطلا سورودولار.,m5,book1
669,دیولر دانیشاندا احمد بو سؤزو ائشیدیر.,m5,book1
683,احمد آتا باخیب گولدو، آنجاق بیر سؤز دئمه‌دی، آتا مینیب یولا دوشدو.,m5,book1
697,اولارین عوضینده یئمک لاپ خیتده‌کدن ایدی.,m5,book1
711,یاخشیسی اودور کی، بو خصوصدا اؤزونو یورما، چیخ گئت، چونکی دوه تاپیلدی، تاپیلمادی سنین اولمایاجاقدیر.,m5,book1
725,نئجه یانی هم بیلیریک، هم بیلمیریک بونه اولابیلر ؟,m5,book1
739,بیز بیلیریک اؤله‌جه‌ییک آنجاق بیلمیریک نه واخت و نه زامان اؤله‌جه‌ییک.,m5,book1
753,بو نئجه اولان شئی‌دیر، آخی سن ائوده اولا- اولا دئییم ائوده دئییل.,m5,book1
767,او طرفدن پولونو ایتیره‌ن آدام گلیب، بو قوجادان پولونو ایسته‌دی.,m5,book1
781,سیزین ایشیز اولماسین، تئز بیر نفری اؤیره‌دیرکی، سن دئیه‌رسن احمد قبیر داشلارین چیخاریب، باغی‌نین حاصارینا ایشله‌دیردی، بو آدام کتخودادان ال خرجی آلماق هوسی ایله بو ایشه راضی‌لیق وئریر.,m5,book1
795,بو کیشی‌نین ننه‌سی‌نین گورونا آند اولسون منیم ایشیم دئییلدیر، کتخودا دئییر بو نه آنددیر، بیر ده بو کیشی‌نین ننه‌سی‌نین گورو نه واخت پیر اولوب، اونا آند ایچیرسن، احمد دئییر:,m5,book1
809,دئدیکده عصبی حالدا نردوانی گؤتوروب، جیب دولو میئوه ایله باغدان چیخیر، باغ صاحبی ده گؤزلرینی، اوغرونون دالینجا دؤیه- دؤیه قالیر.,m5,book1
823,بودا هئچ زحمتی یوخدور، قوناقدا ائوین گولودور، لاپ گؤزوموز اوسته یئری واردیر، دئییر.,m5,book1
837,کئچمیش زامانلارین بیرینده، اؤلکه‌سینه جاندان یانان بوتون ایشلره جدی یاناشان بیر پادشاه واریمیش.,m5,book1
851,آخیردا بیر قوجا باققالین توکانی قاباغیندا آیاق ساخلاییر اوندان سوروشورکی، آی قارداش یاخشی قاتیغیم وار آلارسانمی ؟,m5,book1
865,سؤز وار جانا ساری یاغ کیمی یاخیلار، سؤزده وار قیلینجدان پیس کسر.,m5,book1
879,مجلیسده کیلر یئنه گولمه‌یه باشلاییرلار.,m5,book1
893,یاشیم، نه اولدو کی، تئز یادیندان چیخاردین ؟,m5,book1
907,دوکتور قوجادان سوروشوروم عمی دئ گؤروم نه‌ییندیر ؟,m5,book1
921,همیشه باجی- قارداشلیق مقامینی حفظ ائله‌ییب، بیرلییزی الدن وئرمه‌یین.,m5,book1
935,کیشی دوستونون اوغلانلارینی بو ایشدن چکیندیریب دئییر:,m5,book1
949,بایاتیلاردا، مثللرده و سائره ده اولدوغوکیمی بو مؤضوع باشقا ژانرالاردا- دا اؤز عکسینی تاپمیشدیر.,m5,book1
963,بئله ده اولور، اونلار خوشبخت یاشاماغا باشلاییرلار.,m5,book1
977,بگ آروادی حیطه باخیب گؤردوکی، آروادین قاباغیندا جه‌هره گونون آلتیندا یون اییرییر.,m5,book1
991,- آرواد دئدی کی، سن منه ایکی اوچ اصلان توکو گتیره بیلسن بو سیرری من سنه یاخشی اؤیرده بیلرم.,m5,book1
1005,اوغول گل یاخشی ایشلره گئت، آدام اول.,m5,book1
1019,فرمان شاه فرمانی ایدی، تئز یئرینه یئتیریلیر.,m5,book1
1033,سن دئمه بونلار دا بیر- بیرلرینی اؤلدورمه‌یه فرصت آختارییردیلار.,m5,book1
1047,دئییرلر اونلارین بو ایشی ایکی طایفانی بیرلشدیرییر.,m5,book1
1061,بئله‌ليكله اؤلومدن قورتاران وزيرلر، اونويئنيدن اؤزايچلرينه گتيريرلر بئله روايت ائله‌ييرلركي، ايكي قارداش وارايميش.,m5,book1
1075,قايين خاتينلا شرط باغلاديلاركي، او بيريسي اونا بير شئي آلمالي دير.,m5,book1
1089,بو آدامي اوندان راضي قالسين ـ دئيه اوردا اگله‌شير.,m5,book1
1103,آللاه هئچ كسي آجليقلا امتحان ائله‌مه‌سين دئيير:,m5,book1
1117,ولي خان بو باشماقچيليغي‌دا اليندن آلارسا اوندا نه ائله‌رسن، نئجه ياشارسان ؟,m5,book1
1131,سن بو باره‌ده هئچ كيمسه‌يه بير سؤز دئمه، گل منده سنه بئش قيران پول وئريرم.,m5,book1
1145,وآللاه من هئچ كيمسه‌دن رشوه آلماميشام.,m5,book1
1159,اونا گؤره گئديب، قيلينجي بير يئره امانت قويدو و اوندان ايكي قيران پول آليب، گليب ائوينه پلوو بيشيرمه‌يه باشلادي.,m5,book1
1173,آغاج قيلينج سينيب، باشماقچي‌نين الينده‌ قالدي.,m5,book1
1187,اوغلانين آتا- آناسي نئچه ايل بوندان قاباق دونيالاريني ترك ائتديكلري اوچون او تك ياشاييردي.,m5,book1
1201,او آتي ائله چاپيردي‌كي، عاشيقي اؤتوب كئچدييندن خبري اولمادي.,m5,book1
1215,بو حالدا عاشيق ايره‌لي‌له‌ييب، قهرمانجاسينا قارا بگله دانيشماغا گئتمك ايسته‌دي.,m5,book1
1229,خان ساغ اولسون، من ان بؤيوك جانلي اولان دوه‌ني سيز اوچون كنديميزدن هديه گتيرميشم.,m5,book1
1243,اونو جيبيندن چيخاريب، الينده ساخلادي، داها سونرا، يئره چيرپاراق دئدي:,m5,book1
1257,يوخ قارا بگ، من سنين ظلم كار ايشلرينله شريك اولماق ايسته‌ميرم قوي من گئديم، سؤز وئرديين كيمي بيزيم كندايله ايشين اولماسين.,m5,book1
1271,بو دفعه خان اؤزو آدلي بير آتلا، اوغلانين دالينجان گئتمك قرارينا گلدي.,m5,book1
1285,اولماسا بير ايش فيكرينده اول، بلكه ياشاييشيميزي دولانديرا بيلك.,m5,book1
1299,گؤرور يوخ، بير گون كئچير آمّا اربابدان خبر اولموركي، اونا ايش گؤردورسون.,m5,book1
1313,احمد يان ـ يؤرويه گؤز گزديرنده گؤرور داغدا جواهير قدر آدام سومويوده، وار.,m5,book1
1327,احمد يئنه ده اونون عيلّتيني سورشاندا، لازيم اولان گون اؤزوم دئيه‌رم، سؤيله‌يه‌رك اونو آرخايين ائله‌ييب، دئييركي، گئت قيچلاريني بير ـ بيري‌نين اوستونه آشيريب، راحت اوتور، هئچ نه‌يين ده فيكريني ائله‌مه.,m5,book1
1341,ديء گؤروم سن او وقت بو داغدان نئجه دوشدون.,m5,book1
1355,اونون دونيا واريندان، ائولاديندان هئچ نهيي يوخ ايدي.,m5,book1
1369,بو حالدا خوروز توربادان قانادلاريني ترپه‌دير و ايت تولكويه دئيير:,m5,book1
1383,گئجه، حوكمدارين مأمورلاري كيشي اوچون خورك گتيريب، او نا دئديلر:,m5,book1
1397,هه، گؤر قويدوم سن اونو او دونيايا ساغ آپاراسان، اونو، ائله ووروم ياريلسين‌كي، او دونيادادا، او آغري، اويارا ياديندان چيخماسين.,m5,book1
1411,دئييرلر شاه اسماعيل خطايي گنجه ياخينليغيندا الوند ميرزانين اوردوسوايله اوز ـ اوزه گلير.,m5,book1
1425,قيراقدان بونو دقتله گؤرهن قاري قاييديب دئيير:,m5,book1
1439,صبر ايله حالوا بيشر اي قورا سندن بير كندده احمد آيندا جاوان اوغلان وارايدي.,m5,book1
1453,بير ايل منيم يانيمدا قال، اكينيمه، باغ ـ باغچاما كؤمك ائله.,m5,book1
1467,من ايسته‌ييره‌م او سؤزلري دئيه‌سن، كيشي دئيير:,m5,book1
1481,بونلاردان بيري درويش، او بيريسي ايسه پيادا زواريدي.,m5,book1
1495,بيردن كيشي‌نين سؤزو يادينا دوشدو.,m5,book1
1509,بو كيشي‌نين فياض آدلي بير اوغلو وار ايدي.,m5,book1
1523,آي آرواد بئله پوللا‌ر ايله توي ائله‌مك اولار ؟,m5,book1
1537,فياض پولو گتيريب آتاسينا وئردي كي، بو منيم بير آيليق قازانجيم دير.,m5,book1
1551,فياض ايسه قصاب توكانينا گيريب بير قويون ديلي آلدي.,m5,book1
1565,هردن اونو يانينا چاغيريب صحبت ائله‌‌مه‌يه باشلادي، حتي سياحته چيخاندا بعضا اونودا اؤزو ايله آپاراردي.,m5,book1
1579,بلكه ائله بيزيم يئريميزه بير دوشمن اولايدي.,m5,book1
1593,بير دقيقه گئچمه‌ميش كيشي بئلينده قيلينج الينده قالخان قاپيني آچدي.,m5,book1
1607,ياخشيسي بودور، گل سن آتا مين، اوردا گؤرونن آغاجا كيمي گئت.,m5,book1
1621,سونرا كومانين دامينا ديرماشيب ياتماق ايسته‌دي.,m5,book1
1635,سحر ده اونلارين دالينجا كوماني ترك ائتدي.,m5,book1
1649,شر خداحافظ‌له‌شيب، اؤزونو مئشه‌يه سالدي.,m5,book1
1663,سالام وئريب، عليك آلديقدان سونرا، محمد كيشيه دئدي:,m5,book1
1677,قضادان ايلدن بير گون قالميش، قويونلارين بيرين قورد توتوب يئدي.,m5,book1
1691,محمد اوزويون سايه‌سينده كاسيب‌ليغين داشيني تمامي‌ايله آتير.,m5,book1
1705,محمد گؤردو، ايشي اودوزوب، بير سؤز دئمه‌دن قاييديب، ائوينه گلدي و مسئله‌نين نه يئره اولدوغونو آروادينا دئدي.,m5,book1
1719,دوز اولماسا و ثبوت ائله‌يه بيلمه‌سن، وئره‌رم درينه سامان تپرلر.,m5,book1
1733,وزير اؤز طالعينه باش اييب، بورادا قالماغا راضي اولور.,m5,book1
1747,بونو دئييب، ايپي كئچيريرلر درزينين بوغازينا.,m5,book1
1761,بو احوالات، وزيري قووان پادشاهين قولاغينا چاتير، وزير آغيل ذكاسينا احسن دئيير، اونو يئني‌دن وزيرليگه چاغيرير.,m5,book1
1775,- ننه م قويماز کيمسه‌ني گؤره‌م سني نئجه گتيره بيله‌رم بورا بونودئمه لييه‌م کي قيز سيمرغا ننه دييه‌ردي، قيز اويانا باخدي بو يانا باخدي بير آت چپري گوردو،آتين اتيني يئميشديلر سومويو قاليردي .,m5,book1
1789,ـ هه ائله پوزدوم بو يازيني گل گوره‌سن،آپارديم قيزي قويدوم چينار آغاجينين باشينا ايندي او چپر ايچينده قالير.,m5,book1
1803,آنجاق هر ايكي مثلده بير كيمسه‌يه سوزدئييب و باشقا بيرشئي اوچون اراده ائديب و يا آيري شخصي مخاطب قرار وئريب اؤز مقصديني چاتديرماق اوچوندور.,m5,book1
1817,بوسؤزو عاغيللي و دوزگون گؤرمه ين قيز اونون جاوابيندا دئميشدير:,m5,book1
1831,معاصير دؤدوده مجازي معنادا استهزالي طرزده قدريني بيلمك و قيمت‌لنديرمك دئمكدير.,m5,book1
1845,آدلانان آغاجدان نهنگ گميلر قاييريب اوكئان [اقيانوس] اسكي زامانلاردا.,m5,book1
1859,گونلرين بيرينده باغا بير يولدان كئچن گيردي و باغبانا دئدي‌كي، بو آلمالارين بيريني دريب، اونا وئرسين.,m5,book1
1873,قارداشلار آتالارينين امريني يئرينه يئتيريب، يولا چيخماغا حاضيرلاشديلار.,m5,book1
1887,آخيردا گليب، ديولرين ياشاديغي كنده چاتدي.,m5,book1
1901,قوناغيميز اوچون بير شئي‌لر حاضيرلا.,m5,book1
1915,قيز نه قده‌ر يالوارديسا، اوغلان قبول ائتمه‌دي.,m5,book1
1929,قيزلار نه قده‌ر جهد ائتديلركي، اوني ياري يولدان قايتارسينلار، اولمادي، كي، اولمادي.,m5,book1
1943,صياد بير نئچه گون يول گئدندن سونرا گليب، دنيزين قيراغينا چاتدي.,m5,book1
1957,سونرا اوچوب، سارايين اوزه‌ريندن اؤتدو.,m5,book1
1971,بؤيوك قارداشلار كيچيك قارداشدان ايسته‌ديلركي، اونلار اوچون سو گتير‌سين.,m5,book1
1985,ايندي سيزه كيمدن خبر وئريم، صياددان، صياد قويودا اولاركن اونا بير نئچه حئيوان حمله ائتدي.,m5,book1
1999,سحره كيمي، الجه‌يين تايي تيكيليب، حاضيرلاندي.,m5,book1
2013,صياد باشماغي وئريب، انعاميني آلدي قاييتدي و آلديغي پولوايسه اوستايا وئريب، اوراني ترك ائتدي و اونو تانيديغي قوجا كيشي‌نين يانينا گئتدي.,m5,book1
2027,شاه اوغلو صيادي تانيميردي، اونا گؤره دئدي:,m5,book1
2041,بللي اولدوكي، قارداشلارين سنه خيانت ائله‌ييب، نه دئسن اونلارين حاققيندا، اونو اجرا ائله‌يه‌جه‌يم.,m5,book1
2055,من‌ده بوتون باغلي قاپيلاري، اؤز سئحريمله آچارام.,m5,book1
2069,بيري وارايدي، بيري يوخ ايدي، تانريدان باشقا هئچ كيمسه يوخ‌ايدي.,m5,book1
2083,بو ايش بير نئچه گون دوام ائتدي.,m5,book1
2097,باشچي اولماغا سنين لياقتين بيزدن چوخدور.,m5,book1
2111,اوغلان بير آزدان سونرا كؤهوله گليب، گؤردو اوردا بير آدام اوتوروب، تئز اوغلان اوندان كيم اولدوغونو سوروشدو.,m5,book1
2125,جاناوار تولكودن قورخوب، آيي‌يا دئدي:,m5,book1
2139,بو طرفدن شاهين اوغلو اؤتوردو قاريني گؤروب، اوندان خبر آلدي:,m5,book1
2153,قيز قبول ائله‌ييب، دولانماغا باشلاديلار.,m5,book1
2167,اوغلان قيزي يئني‌‌دن گؤردويونه چوخ سئويندي.,m5,book1
2181,تولكو شاهين چاديريندان گؤزونو بير آن اولسون بئله چكميردي.,m5,book1
2195,علتيني سوروشدوقدا اونلار، آيريليقدان گيلئي‌لي اولدولار.,m5,book1
2209,يايين ايستيسي يئري تندير كيمي يانديريردي.,m5,book1
2223,هه مني ده يانديران ائله بوراسي دير، ياز اولماسا اؤلمه‌يه نه وار.,m5,book1
2237,بو کیمی ناغیللار اونو یارادان، اؤز موحیطینده بسله‌ین و یاشادان هر هانسی بیر علمین توتئمیک تصوّورلرینی و یا قدیم انسانین طبیعته قارشی فیکیر، دویغو و خیاللارینی، بیر سؤزله، ناتورالیست و سِحرلی گؤروشلرینی ایفاده ائدیر.,m5,book2
2251,ناغیللار حِکایه‌‌نین عکسینه اولاراق، تصویر ائتدیگی حادثه‌‌‌نین گئرچک، حقیقی اولماسینی ثبوت ائتمه‌یه چالیشماییر.,m5,book2
2265,بیردن توکلرین آراسیندا بیتن ایکی بوینوز اونون الینه ایلیشیر.,m5,book2
2279,ناغیلچی‌نین آتاسی، یاخود باباسی قولیابانینی مئشه‌دن توتوب ائوه گتیرمیش، یاخاسینا یئکه بیر ایینه سانجیب بونو اؤزونه قول ائتمیش.,m5,book2
2293,داها خییالی اولان دیو حاقیندا ناغیللار خوصوصی بیر موقع توتورلار.,m5,book2
2307,بئله بیر قارشیلیقلی علاقه‌‌‌ نتیجه‌سینده هر بیر طایفا، هر بیر جمعيّت باشقاسیندان، قونشو طایفادان، اؤزگه بیر محیطدن آلدیغی فولکلور نمونهلرینی منیمسه‌ییر، اؤز ذؤوقونه اویغونلاشدیریر و آخیردا اؤز مالی ائله‌ییر.,m5,book2
2321,ناغیلچی دا دوشونمه‌دن ایکی آیری-آیری اجتماعی-اقتصادی پیلله‌لرده اولان قارداشلار آراسینداکی بئله ضديّتی گؤرور .,m5,book2
2335,پریلر بوتون-بوتونه دیولرین عکسینی تشکیل ائدیر.,m5,book2
2349,هر بیریسی هانسی خسته‌لییه درمان اولدوغونو و یا تورپاغین آلتیندا نه کیمی دفینه‌لر گیزلنمیش اولدوغونو سؤیله‌ییر و بو سس درویشین قولاغینا گلرمیش.,m5,book2
2363,، و باشقا آذربایجان ناغیللاریندا چوخ زامان کم عاغیل، اوزاق گؤرمز، الیندن بیر شئی گلمه‌ین و یالنیز اؤز حرم‌خاناسینی گؤزل قیز و قادینلارلا دولدورماق ایسته‌یینده اولان شهوت‌پرست کیمی روللار جانلاندیریلیر.,m5,book2
2377,عائله‌‌‌ و قادین مسئله‌‌سی آذربایجان ناغیللاریندا بوندان دا کسکین قویولموشدور.,m5,book2
2391,بیز بورادا یالنیز بعضی مسئله‌‌لره ایشاره ائتدیک.,m5,book2
2405,بیرایا گیرن ساغ سالامات ائوینه قاییتمازدی.,m5,book2
2419,– علیمردان، آخی من سننهنم، آیاق ساخلا.,m5,book2
2433,سن ده بیر آز فیکیردن سونرا بیر حوضا باخارسان، بیر گؤیده‌کی آیا، بیر دهکی، بولودا باخارسان.,m5,book2
2447,علیمردان آتین اوسته اون بئش یاشیندا بیر اوغلانا دؤنموشدو.,m5,book2
2461,هئچ کس بیر-بیری‌نین حاققینی یئمه‌یه‌جک.,m5,book2
2475,اونداکی جاناوار زمانهسییدی، هر کس بیربیری‌نین الینده‌کینی قارمالاییردی، سن ده منیم پاییمی یئدین.,m5,book2
2489,نه تهر اولدوسا، اؤزون اونودوب، مینجیغی اوددو.,m5,book2
2503,– باجی، باش گؤتور قاچ بو ماحالدان.,m5,book2
2517,سن اول منیم باجیم، من ده اولوم سنین قارداشین.,m5,book2
2531,هر قارداش بیر ایشه گئتدی، کیچیک قارداش اؤزؤزونه دئدی:,m5,book2
2545,ایسته‌دی گئتسین قیز قویمادی، دئدی:,m5,book2
2559,سحر اولان کیمی کیشی بونو دورقوزوب دئدی:,m5,book2
2573,اولامانی چیخاردیب اؤکوزلرین هره‌سی‌نین بوینوزونون آراسیندان بیر دفعه‌‌ ووران کیمی ییخیلدیلار اؤلدولر.,m5,book2
2587,گئتدیلر اؤکوزلری گتیردیلر، باشلادیلار اِحسان وئرمه‌یه.,m5,book2
2601,– گئت باشینا بیر یوموروخ وور، آل گؤتور گل.,m5,book2
2615,کیشی دئدی آی آرواد، بیر آز چؤرک حاضیرلا یئیک.,m5,book2
2629,بئله-بئله کیشی گؤی مینجیغی، گؤی مینجیخ دا آروادی ایتله‌یه-ایتله‌یه او قدر آپاردی کی، بیردن آرواد شاپپیلتیینان دوشدو سویا.,m5,book2
2643,فاطی قاری‌نین صنعتی چرچیلردن نیسیه پامبوق گتیریب، اوندان ایپلیی اییریردی، آپاریب بازاردا ساتاردی.,m5,book2
2657,– محمّد، صاباح من ائوده اولمییاجاغام، هردن‌بیر گل ائویمیزه ديه.,m5,book2
2671,فاطی قاری گئنه باشلادی بازار آشاغا، بازار یوخاری چاغیرماغا.,m5,book2
2685,بیر گون لوطولار ایچیب پییان اولموشدولار.,m5,book2
2699,او ساعت حمام تیتریگیب، دیوار یاریلدی، اورادان بیر اوغلان چیخدی.,m5,book2
2713,– آی باققال، بیر تای جورابیم وار، نه قدر کیشمیش وئررسن، وئریم سنه ؟,m5,book2
2727,قدم‌ حاقینی دا وئررم، بیزی آپار پادشاهین یانینا، دردیمی دئییم.,m5,book2
2741,– پادشاه اذین وئرسه، من بیر آدام دئییل، قیرخ آدام ضامین وئررم.,m5,book2
2755,چکیب چاریغین دابانینی، قیرب یئرین آمانینی، دره‌لردن یئل کیمی، تپه‌لردن سئل کیمی، بادیی-صرصر کیمی، آجی بیاننیخ، چاخ-چاخ قامیشدیخ، آز گئتدی، اوز گئتدی، دره-تپه دوز گئتدی، تا کی گلیب چیخدی بیر دریانین کنارینا.,m5,book2
2769,بونو بو دریادا اورا-بیرا او قدر ووردو کی، نهنگین بیر قات قابوغی گئتدی.,m5,book2
2783,اؤزون یئتیردی قالاچایا، ایچری گیرن کیمی قالاچانین قاپیسی اؤرتولدو.,m5,book2
2797,او دا چیخیب محمّدین الینده قالدی.,m5,book2
2811,بیردن قولاغینا بیر سو شیریلتیسی گلدی.,m5,book2
2825,– باجیلار، فیلان شهرده بیر حمام وار.,m5,book2
2839,بیر گون هارادانسا همین محمّد آرا-تزه گلدی چیخدی او قالاچایا، نه قدر چیغیردیم دربند اولمادی.,m5,book2
2853,گئرییهده لؤح اوخویوب محمّدی ائله‌دی آدام.,m5,book2
2867,خانیم دئییردی فیلان یئرده پادشاهین ائوی بیچیمده بو گئجه بیر ائو تیکسین.,m5,book2
2881,باققالا دا امر ائله‌دی کی، جورابلاری گتیرسین.,m5,book2
2895,چیخدی یوخاری، باشلادی خانیمنان کئف ائله‌مه‌یه.,m5,book2
2909,فرراش گؤندریب محمّدی چاغیرتدی حضورونا، بیر کیتابی آچیب الین قویدو بیر یازی‌نین اوسته، دئدی:,m5,book2
2923,بیر ده گؤره‌جکسن کی، آیاغین بیر شئیه ایلیشدی، گؤزونو آچاندا گؤررسن بیر داشدی، قالخیزارسان، داشین آلتیندان بیر پیلکان چیخاجاق.,m5,book2
2937,محمّد جلد نه قدر کی لازیم ایدی، ناردان ییغیب، قوینون، قولتوغون دولدوردو.,m5,book2
2951,پادشاه پیچاخ ایستهییب ناری کسن کیمی، حوری سیچراییب قوندو کنارا، چیغیردی کی، پادشاه، ، ، هاهی ائلییب سو گتیرینجن، حوری پیریلدیییب چیخدی گئتدی.,m5,book2
2965,قیز گؤردو واللاه محمّد اؤلوب، یئردن گؤتورن یوخدو.,m5,book2
2979,– پاهو، محمّد، خوش گلمیسن، بئش گلمیسن.,m5,book2
2993,محمّد گلیب دریانین قیراغینا، خانیم دیین کیمی ائله‌دی.,m5,book2
3007,بو ایشلری کیم ائله‌دیگین بیلیب محمّدی آپاریب اؤزلرینه پادشاه سئچدیلر.,m5,book2
3021,بو صبح نامازیندان قاباخ دوردو، گئتدی چارحوووضون قیراغینا، گؤردو بلی، چارحوووزدا بیر آلما اوزور.,m5,book2
3035,بیردن باشلادی ائوه گون دوشمه‌یه.,m5,book2
3049,آنجاخ ملیک احمد بیر آز آغیدی ملیک ممددن.,m5,book2
3063,– ائی پادشاهزاده، منیم جئیرانیمی نییه قوودونوز ؟,m5,book2
