NO,Sentence,ID,book_name
440,قاينانا سی پری خانيم وزرين باشينین اؤلچو سونو گؤتورمك لازم اوْلدوغونو سؤيله يير بو ايش فوقرايا پايلاماق مقصدی ايله سمنی قويماغا لازم اوْلان بو غدانين مقدارينی معين لشديرمك اوچون گؤرولورموش باديانی وزيرين باشينا كئچيرير لر و بوندان استفاده ائده رك تئيمور آغا آرادان چيخير.,f6,book1
454,، ايفاده‌لريده عينی معنادا ايشله‌نير.,f6,book1
468,بو ايفاده‌نی ايشله‌دن آدام اؤزونو همين گؤيرچين خسته‌نين قاداسينی آلاندان سوْنرا كسيلير، يعنی خسته‌نين قربانی اوْلور.,f6,book1
482,او تانیشلارینین تزه پالتارلارینی، باشماقلارینی گئیینیب، توی ائوینه یولاناندا کوچه- باجادا هامی اونو گؤره‌ن کیمی اییلیب ایکی قات سلام وئرییر.,f6,book1
496,بئلیکه دلـله‌ک قطعی اؤلومدن قورتاریب، باشقا اؤلکه‌یه یولا دوشور.,f6,book1
510,ایندی سیزه کیمدن سوراق وئره‌ک اسکندرین وزیریندن.,f6,book1
524,آمما من بو قمیشی فلان قویودان تاپیب، چالاندا گؤردوم بو سس چیخیر.,f6,book1
538,- آی قارداش اوندا گل سنینله شرط باغلایاق.,f6,book1
552,آمما منیم ائویمه بیرده اوغورولوغا گلمه.,f6,book1
566,دؤزومسوزلویه یول وئره‌ن اوغلان، اوچونجو دفعه تورپاغی شوملاییر و توخومونو سپیر.,f6,book1
580,اوغول یادداساخلا کی، اولولاریمیز همیشه چؤره‌یی، تورپاغی، مقدس سانمیش اونا آند ایچمیشلر.,f6,book1
594,* علی نین صبیرسیز او۫غلو سنین بئلینده‌ن وورسون.,f6,book1
608,او تنبل‌لیکیندن اوزونه سو وورماز، آیلارلا حاماما گئتمه‌یب، ایل گونو سراسر ائوده اوتوروب یاتارمیش.,f6,book1
622,آز گئتدی، يوزگئتدی، دره- تپه دوز گئتدی.,f6,book1
636,سن دئمه بورا یئدی قارداش دیولرین باغی ایمیش.,f6,book1
650,گل گئده‌ک قوشول بیزه اولاق سککیز قارداش دیولر.,f6,book1
664,بو آج گؤز پهلوانی هاردان تاپمیسان.,f6,book1
678,سن دئمه احمد ده ائله بونو ایسته‌ییرمیش.,f6,book1
692,بو مئشه‌لیگین یام- یاشیلیغی کؤز ایشله دیكجه گؤرونوردو.,f6,book1
706,ایتیک چتین اولار بو مثلین کؤکو و منشایی باره ده کیچیک احوالات واردیر.,f6,book1
720,بیر نئچه ساعات چالیب اوخویاندان سونرا، مجلیسده‌کیلره مراجعت ائدیپ، اونلارا دئییر:,f6,book1
734,بیز بیلیریک اؤله‌جه‌ییک، آنجاق بیلمیریک نه واخت اؤله‌جه‌ییک.,f6,book1
748,اوشاق جاواب وئریب دئییرکی، بلی ائوده‌دیر، آمما منه دئدی:,f6,book1
762,روایته گؤره، حضرت موسی گونلرین بیرینده صفالی بیر بولاغین قیراغیندا اوتوروب، آللاهین عظمت و اقتدارین دوشونوردو، عین حالدا بیر آتلی گلیب، بولاغین سویوندان ایچدی، بیر آز دینجلدیکدن سونرا دوروب گئتدی.,f6,book1
776,اوجاق ایدی پیر ایدی، بیزه گلنده کرامتین ایتیردی کئچمیشلردن قالما بیر سؤز وار دئییر:,f6,book1
790,آندایچه بیلیرسن کی، احمد بو ایشی گؤروب، کیشی دئییر:,f6,book1
804,اوغرو ائله باغیردی، دوغرونون باغیری یاریلدی.,f6,book1
818,حالبوکی، بو ایفاده آتالار سؤزوندن آرتیق بیر دئییم کیمی اؤزونو گؤستریر.,f6,book1
832,نهایت یولدان کئچن کیشی اینجیمیش حالدا، سوروشور:,f6,book1
846,سن آللاه منیمده عوضیمدن هارای سال دئ کی:,f6,book1
860,بیر دئ گؤروم منیم قاتیغیم نئجه اولدو.,f6,book1
874,هامی باشلاییر گولمه‌یه، بارا قویان دئییر:,f6,book1
888,بو قونشو او قونشویا قاییدیب، دئییرکی:,f6,book1
902,اونا گؤره‌کی، شاها یازیلان قصیده‌نین سون بیتی بئله ایمیش:,f6,book1
916,بو سؤز شاعیره توخوندو، اؤز- اؤزونه دوشونوب دئدی .,f6,book1
930,حسن کیشی بیردن- بیره فیکیرله‌شیرکی:,f6,book1
944,چونکی دیل سؤزون اصل منبعی، اصل قایناغی دیر.,f6,book1
958,دیل یاراسی مثلی‌نین منشایی باره ده یازیلان بو اثرده ایره‌لی سوردویوموز ادعانی گؤره بیلرسیز.,f6,book1
972,ایش او یئره چکدی کی، بگ بیر نئچه گؤنلوک سفره گئده‌سی اولدو.,f6,book1
986,من اوننان عائله قوران زامان عهد باغلاییب، آند ایچمیشدیم کی، او نه جور ایشله‌سه من ده ائله ایشله‌یم.,f6,book1
1000,سنکی بو وحشی‌لیکده حئیوانی رام ائله‌میسن.,f6,book1
1014,آنجاق بیر سؤز دئمه‌دن اؤزونو معلم لیک مقامینا چاتدیرییر.,f6,book1
1028,گؤرونو آتا نصیحتی قيليجدان كسرلي اولار.,f6,book1
1042,نظری اؤلدورمک اوچون قیلینجی گؤیده گزدیره‌ن قارانین اللری تیتره‌ییر.,f6,book1
1056,وزيرلر گليب، بوسؤزو حسين باي قارا يا چاتديرديلار.,f6,book1
1070,بيري حوصله‌سيز حالدا كؤينگي تيكيب، قورتاردي آمما زرنگ خانيم بير نئچه گون اونون اوستونده زحمت چكيب، ياراشيقلي بير كؤينك تيكدي.,f6,book1
1084,زرنگ قادين جاواب وئردي كي، او آغ كؤينكلي كي، پئنجه‌يي و آياق قابيلاري فلان فورمادا ايدي.,f6,book1
1098,آداملاري ايسه ميلچك‌لر كيمي دير، پيالانين اطرافينا جمع‌لشيلر.,f6,book1
1112,هرگون پلوو اوچون ايش گؤروره‌م و پول چيخارديرام.,f6,book1
1126,بو فرمان همين باشماقچي‌نين‌دا قولاغينا چاتدي و اؤز – اؤزونه دئدي:,f6,book1
1140,باشماقچي‌دا، باشين آتيب ياتدي، سحر تئزدن قاپي دؤيولدو، باشماقچي باخيب گؤردو حكمدارين مأمورلاريدي، دئييرلر:,f6,book1
1154,حكمدار، قيلينجيني اونا وئردي، سحر آخشاما كيمي كئشيك چكدي.,f6,book1
1168,اودا امر ائله‌دي‌كي گئت قاپي‌نين يانيندا دايان اوغرو گلن زامان اونو وور اؤلدور.,f6,book1
1182,باشماقچي‌دا اؤز ايشينه باشلادي، آخشاملار پلووني بيشيريب، اوخويوب اوينادي.,f6,book1
1196,قورباغا اوغلاندان چوخلو تشكر ائده‌رك دئدي:,f6,book1
1210,كندلي‌لر اونون يانينا ائلچي گؤندرمك قرارينا گلديلر.,f6,book1
1224,بؤيوك خان، من سيزين بويوردوغونوزا عمل ائتديم.,f6,book1
1238,بیر آهاي قوللوقچولار، تئز اولون اونو توتون، سحره كيمي او منيم دئديگيم‌لري ائله‌مه‌سه، باشين بدنيندن آييرين.,f6,book1
1252,سحر گليب، عاشيقا خانين آداملاري خبر وئردي‌كي، خانين بوتون ايستكلري تمامي‌ايله يئرينه يئتيشيب.,f6,book1
1266,داش اوره‌ك‌لي خان، اونلاري اؤلدوروب و باشقا بير دسته، اوغلانين آردينجا گؤندردي.,f6,book1
1280,اونلارين دونيا ماليندان هئچ زادلاري يوخ ايميش.,f6,book1
1294,نهايت اورگي چيرپينا ـ چيرپينا آهسته‌جه قاپيني دؤيور.,f6,book1
1308,آز كئچمه‌دن بير نئچه قيرغي گليب، دريني قانادلاري آلتيندا داغين قلّه‌ زيروه‌سينه آپاريب، يئره قوياندان سورا ديمديكله‌مه‌يه باشلاييرلار.,f6,book1
1322,قيرغي اوچوب گئدير، احمد شهره قاييدير.,f6,book1
1336,بير آز كئچيب، كئچمه‌ميش بير نئچه قيرغي گليب، دريني چكيب داغين كلّه‌سينه آپارير، سونرا دريني ديمديكله‌مه‌يه باشلاييرلار.,f6,book1
1350,بئله‌ليكله ارباب اؤز عملينه راستلاشير.,f6,book1
1364,بو فورصتي گؤزلهين تولكي، بير گوز قيرپييندا، خوروزو توتور سالير توربايا و آتير دالينا قاچير.,f6,book1
1378,‌ انساني يارادان و بوتون چتين‌ليكلري اورتادا قالديران يالنيز يگانه آللاهدير.,f6,book1
1392,سونرا اللريني گؤيه قالديريب، مغرور اولماغينا گؤره آللاهدان عفو طلب ائتدي.,f6,book1
1406,آزدان اؤزونه گليب، قوجانين، اوز – گؤزونو اؤپه‌رك دئدي:,f6,book1
1420,مهمان و مسلمان سؤزلري قاريني انصافا گتيرير، شاه اسماعيل كومايا گيرير.,f6,book1
1434,اونو مغلوب ائلهدي سونرادا گنجهيه يؤنلدي، گئديب قاريني سوراقلادي دئديلر قاري اؤلوب، زياد آديندا بير اوغلو قاليب، شاه اونو عاغيللي كماللي گؤروب اونو گنجهده بير ايش باشينا قويدو و يا خود گنجه حاكيمي ائلهدي.,f6,book1
1448,بير نئچه ايل اوخودوقدان سونرا قاييديب ائولرينه گلير.,f6,book1
1462,احمد گؤتور قوي ائله‌يير كي ائله آز پوللا گئدينجه قاليم علاوه ايكي مين تومني ده آليم.,f6,book1
1476,بورادا نه وار كه، من ايكي مين تومن وئرديم.,f6,book1
1490,دوننكي درويش مئشه ده مني سويدو پولومو پالتاريمي اليمدن آلدي.,f6,book1
1504,باشا دوشدوكي كيشي اونون زحمت حاققيني دا وئريبميش.,f6,book1
1518,آكيشي اوغلوموز بويا ـ باشا چاتيب، يئكه اوغلان اولوب، گل اونو ائولنديره‌ك كيشي دئدي:,f6,book1
1532,كيشي ائله همين گونو اوغلونو آپاريب، بير دميرچي‌نين يانيندا شاگرد قويدو.,f6,book1
1546,شاهين اوغلو فياض‌لا دوست‌لاشميشدي.,f6,book1
1560,بالا، سنه شيرين شئي آل دئيه‌نده ده ديل آليب گتيردين.,f6,book1
1574,شاهيم سنين قاباغيندا منيم دانيشماغا حقيم يوخدور.,f6,book1
1588,اوغول گئجه‌نين بو واختي تك گئتمك اولماز.,f6,book1
1602,خئيره ده باخ- شرّه ده.,f6,book1
1616,اوطرف – بو طرفه باخاندا گؤزونه بير كوما ديدي.,f6,book1
1630,او دقيقه قيز اولاجاق ساپ ساغلام، آنادان گلمه.,f6,book1
1644,شير گئجه آتلاردان بيريني توتوب صحرايا قاچدي.,f6,book1
1658,اونلار تارينين بو تقديرينه باش اييب، هره‌سي بير پئشه دالينجا گئتدي.,f6,book1
1672,كيشي نه‌قده‌ر اصرار ائتديسه محمد قبول ائتمه‌دي و اؤز يولونو توتوب گئتدي.,f6,book1
1686,مني بوراخسان من سني بو فلاكتدن قورتاررام.,f6,book1
1700,ائله يئمك‌لركي، اونلار عؤمورلرينده بئله گؤرمه‌ميشديلر.,f6,book1
1714,هر يئرده‌كي، آدام وار، اوردا ميلچكده اولار.,f6,book1
1728,وزير داها بير سؤز دئمه‌يير، بو آدامي گؤتوروب، يولا دوشور.,f6,book1
1742,بونا باعث فلانكسين قيزي اولوب، او قيز گونده ايكي دفعه گليب اوردان كئچدي.,f6,book1
1756,وزيرين بو سؤزو بو اؤلكه‌نين باشچيسيني بتر توتور.,f6,book1
1770,سيمرغ اوز اوشاغي کيمي قيزي بسله‌ييب اونايئمک ايشمک گتيريردي، آنجاق اونو يئره انديرميردي.,f6,book1
1784,دوققوز آي دوققوز گون دوققوز ساعات سووشدو اونلارين بير قيزلاري اولدو بير اوغلانلاري.,f6,book1
1798,بو مثل باره ده بئله شعرده يازيلميشدير:,f6,book1
1812,مالك ـ ين گؤزو و بير چوخ آداملار ايچينده متين و گؤزل.,f6,book1
1826,بو مثل آذربايجان شفاهي ادبياتينا داخل اولسادا اهالينين آراسيندا دئييلن قيزيم سنه دئييرهم گلينيم سن آنلا ‌ دوشونه‌رك، اوغلوندان يئنه سوروشور:,f6,book1
1840,چوخ قديم بيتگيلردن ساييلان وائروزيايا قارشي خئييرلي اولان صدر آغاجي 5 :,f6,book1
1854,بابايئوين كيتابيني اوخوياندان بير كيشينين ديليندن دئييلير!,f6,book1
1868,باغبان آغلايا – آغلايا گليب، ماجراني پادشاها دانيشدي.,f6,book1
1882,آمما بوتون دردلرين داواسي بو يولدادير.,f6,book1
1896,اورماندان توتدوغو حئيوانلارين اؤلوسونو بير – بير اوتاغينا ييغدي.,f6,book1
1910,صياد قيلينجي ائنديريب، دئوين بئينيني داغيتدي.,f6,book1
1924,آغ دئو يئمه‌يي قورتاراندان سونرا صيادا دئدي:,f6,book1
1938,سونا بولبولو اله كئچيرمك آسان ايش دئييل.,f6,book1
1952,آمما بوتون چتين‌ليك‌لره اوستون گليب، آدايا چاتديلار.,f6,book1
1966,سحر تئزدن صياد يئددي قويون آليب، اونون اتيني پيشيدديردي و بوتون غريبه‌لري شاما دعوت ائتدي.,f6,book1
1980,بؤيوك قارداش، بولبولون قفسينه ياخينلاشيب دئدي:,f6,book1
1994,قوجا بير گون شهرده دولانيردي، گؤردو، شاهين آداملاري اللرينده بير بونون تاييني توخويان آداما چوخلو پول وئره‌جك‌لريني سؤيله‌ييرلر.,f6,book1
2008,سن ايشي قبول ائت، قالاني منيم عهده‌مه.,f6,book1
2022,بولبولو گتيره‌ن آدام وارسا، اودا منم.,f6,book1
2036,يوخ سن كيم اولاسان، نئجه چانتوسو گئري قايتاردين ؟,f6,book1
2050,چؤلون سرين و تميز هاواسي، حكمدارا بتر يابيشير و گئجه‌نين ياريسينا كيمي چؤلده قالماق قرارينا گلير.,f6,book1
2064,تخت – تاجدا يئرلشدي و سونرا امر ائتدي‌كي، دونن گئجه توتولان آداملاري، اونون يانينا گتيرسينلر اونلار ايچري داخل اولان زامان، آدام تانييان قورخا – قورخا دئدي:,f6,book1
2078,اوغلان آتاسي‌نين سؤزونه محل قويمادي و همين لحظه ائوي ترك ائتمك قرارينا گلدي.,f6,book1
2092,همن اونو يولداشلاري‌ايله بؤلوشدورمك ايسته‌دي.,f6,book1
2106,آيي‌ايله جاناوار شاهين يئرين سورمه‌يه باشلار.,f6,book1
2120,بيزيم اليميزدن هر نه گلسه، دئيين اونو يئرينه يئتيره‌ك.,f6,book1
2134,سيزين قيزينيزي گتيرمك منيم عهده‌مه.,f6,book1
2148,قاري قيزا قوللوق ائله‌مه‌يه باشلاييب قيزين محبتيني تمامي‌ايله قازاندي.,f6,book1
2162,نه ياخشي پيشيكسن نه ساياق بورا گليب چاتدين ؟,f6,book1
2176,يوروش ائله‌ين‌لره قارشي ووروشون.,f6,book1
2190,بير هفته‌دن سونرا، شاه كوره‌كنينه قارشي بسله‌ديگي نفرتي بروزه وئرمه‌يه باشلادي.,f6,book1
2204,- تولكو، آتا – آناسيني گؤردو، من نييه اؤز آتا – آنامي گؤرمه‌ييم – دئيه امر ائتدي اونون اوچون ايكي آرابا حاضيرلاسينلار و ايچينه‌ده، قورو چؤر – چوب دولدورسونلار و سونرا آرابالاري اودلاسينلار.,f6,book1
2218,اوغلوم كيمه اوّلي‌دير، كيمه آخيري ؟,f6,book1
2232,ائل یارادیجیلیغی‌نین بو خیالی حرکت نؤعنون پرده‌سی آلتیندا آذربایجان امکچی ائلینین تاریخی کئچمیشی، اجتماعی علاقه‌‌‌لری، امل و آرزولاری ایله اعتیقادلاری، اینانیشلاری جانلانان کیمیدیر.,f6,book2
2246,آیین، سِحر ماهنیلاری، تاپماجالار، اووسونلار، امک نغمه‌لری ابتیدائی طایفالاردا مؤوجود اولماقلا برابر، قدیم انسانین دونیانی دویوشو و آنلاییشی اساسیندا مئیدانا گلمیشدیر.,f6,book2
2260,– باخ، – دئییر، – بورادا سنن باشقاسی یوخدور.,f6,book2
2274,بورادا آرتیق اجتماعی و اقتصادی علاقه‌‌‌لر گؤرونمسه ده، سیرّین آشکارا چیخماسی کیمی نصیحت وئریجی بیر مقصد واردیر کی، اؤز سیرّینی کیمسه‌یه آشما!,f6,book2
2288,حتی کندلرده دوغان آروادین باییلدیغی زامان قاچیرماق اوچون ائوده توفنگ آتیرمیشلار و س.,f6,book2
2302,مثلا، ناغیلین ایچینده بیر طرفدن شهرده انکیشاف ائتمیش تیجارت علاقه‌‌‌لری ایله یانیانا، کند یوخسوللاری‌نین – رنجبرلرین مولکدار، پادشاه، وزیر و س.,f6,book2
2316,اجتماعی ضدیتلر اؤز-اؤزوندن گؤزه چارپیر و ناغیلین انکشاف مِحوری استثمارچی ایله آپاریلان مباریز‌دن عبارت اولور.,f6,book2
2330,لاکین بو دیولرین عفریته آنالاری اوغلانلاریندان داها دهشتلی اولور.,f6,book2
2344,سککیزینجی عصرلرده آذربایجان و حتی یاخین شرق تاریخینده درویش حرکاتی‌نین اهميّتی آیدیندیر.,f6,book2
2358,شاه اوصول-ایدار‌سی طرفیندن دفعه‌‌لرله سویولان کندلی ناغیللار واسطه‌‌‌سیله اؤزونون عصرلر بویو چکدیگی اذيّتلر تاریخینی عکس ائتدیرمیشدیر.,f6,book2
2372,بو تیپ قیزیلی الده ائتمک اوچون جینایتلر تؤر‌دیر.,f6,book2
2386,بو جور قادینلار اؤزلریندن جسور، جلد، قوووتلی و عاغیللی بیر کیشی تاپمادیقجا اره گئتمه‌ییرلر.,f6,book2
2400,گونلرین بیر گونونده علیمردان کیشی گئجه آروادنان سؤزو بیر یئره قویدولار کی، تا بوندان سونرا شهرده روزوسونو قازانسین.,f6,book2
2414,دره‌نین ائنسیز بیر یئریندن آچیق بیر یئرینه چیخمیشدی کی، گؤردو دالدان چاغیریرلار:,f6,book2
2428,یوخوسونو دانیشاجاق کی، من بو گئجه یوخودا گؤردوم کی، گؤیدن جاناوار یاغیر.,f6,book2
2442,سن یوخودا گؤرموسن کی، گؤیدن قیلینج یاغیر.,f6,book2
2456,یا ایلان منی اؤلدوره‌جک، یا پادشاه.,f6,book2
2470,گلسنه، بو قیزیللارین هامیسینی کیسه‌لریله آپاریم قویوم ایلانین یوواسی‌نین آغزینا.,f6,book2
2484,گؤی مینجیخ بیری وار ایدی، بیری یوخ ایدی.,f6,book2
2498,بالاجا قارداش قیزی گؤتوروب چیخدی بیر مئشه‌نین کنارینا، ایسته‌دی قیزی اؤلدورسون، قیز آغلاییب دئدی:,f6,book2
2512,دیو چوخ شاد اولوب های وئردی کی:,f6,book2
2526,قاباغینا آغاج گلسه یئریندن قوپاریب گئدیردی.,f6,book2
2540,– بالا، بو همان کیچیک داییندی کی، منی اؤلدورمه‌دی، بوراخدی.,f6,book2
2554,اوغلان دا اوز قویدو گون‌چیخان طرفه گئتمه‌یه.,f6,book2
2568,آنجاق منیم بیر نئچه شرطیم وار، گرک قبول ائلییه‌سن.,f6,book2
2582,گؤی مینجیخ جواب وئردی کی، من نییه دلی اولورام، سن اؤزون شرط قویموشدون، من ده ائله‌دیم.,f6,book2
2596,– اده، باری اوشاغین مئیتین گتیر آپاراخ باسدیراخ.,f6,book2
2610,– آ کیشی، نه آپاراخ، نه گؤتورک ؟,f6,book2
2624,نه ایسه خؤرگی-زادی یئدیلر، آخشام آرایا گلن کیمی کیشی نئجه دئمیشدی آرواد دا هئله‌جه یئرلری سالدی.,f6,book2
2638,بونو لوت سویوندوروب، قازانی قاینایا-قاینایا تؤکدو بونون باشینا، دیری‌گؤزلو بیشیریب اؤلدوردو.,f6,book2
2652,سیزه کیمدن خبر وئریم، فاطی قاریدان.,f6,book2
2666,– کئچل کؤپک اوغلو، سنه کیم پول وئره‌جک ؟,f6,book2
2680,– عیبی یوخدو، چکمه میزی-زادیمیزی سیلر.,f6,book2
2694,سن آغزینی هارا یئتیرمیسن کی، منیم مکانیمدا میخ چالیرسان ؟,f6,book2
2708,لوطولار دوروب گئتمکده اولسون، بیر نئچه کلمه محمّددن ائشیدین.,f6,book2
2722,– اشی، مندن ال چک، کیشمیش وئرمیرسن، جوراب دا اولسون سنین، ووررام سنی اؤلدوررم، قانینی منیم اوستومه تؤکمه.,f6,book2
2736,محمّد احوالاتی ناغیل ائله ییب دئدی:,f6,book2
2750,محمّد لوطولاری گؤرن کیمی اوزون توتوب پادشاها دئدی:,f6,book2
2764,– گل سنی آتاخ بو نهنگین آغزینا، قانناما دا ییغاق، کیمه دئییرسن، وئرک اونا.,f6,book2
2778,آز گئتدی، اوز گئتدی، دره تپه دوز گئتدی، تا کی گلیب چیخدی بیر شهره.,f6,book2
2792,ال آتدی کی، محمّدی گؤتوروب یئره وورسون، محمّد یاپیشدی اونون بیله‌ییندن، اؤزونه طرف چئکیب یاپیشدی اورتاسیندان.,f6,book2
2806,او ساعت باشین سوخدو سو گلن دئشییه.,f6,book2
2820,بیر ده گؤردو اوچ گؤیرچین گلیب قوندو سوفرنین قیراغینا، دونلارین چیخاردیب اوچ قیز اولدولار کی، واللاه یئمه، ایشمه بونلارین خطی-خالینا، گول جامالینا تاماشا ائله.,f6,book2
2834,بیر گون قارا یولا قارا ساعتا همین محمّد گلدی چیخدی اورجاهیما، او گئن دریانی باشیما دار ائله‌دی.,f6,book2
2848,محمّد راضی اولدو، او ساعت پریلر قاضیسین گتیردیلر، کیچیک قیزین کبینین کسدی محمّده.,f6,book2
2862,بیر گون خانیم محمّددن سوروشدو کی، بو یئرینیزین سرحدین منه گؤستره بیلرسنمی ؟,f6,book2
2876,محمّد بونو ائشیدن کیمی مسئله‌‌ یادینا دوشدو.,f6,book2
2890,خانا باخچاسی، فوواراسی، قوللوخچوسو، قاراواشی، هر شئیی ایچینده.,f6,book2
2904,گرک محمّده ائله بیر قوللوخ بویوراسان کی، یئرینه یئتیره بیلمییه، بوینون ووردوراسان.,f6,book2
2918,محمّد احوالاتی من سیزه دئین کیمی قیزا ناغیل ائله‌دی.,f6,book2
2932,داشی قووزادی، پیلکانی چیخدی، پیلکاندان ائنیب اؤزون قارییا یئتیردی.,f6,book2
2946,محمّد سویو حاضیر ائله‌دی.,f6,book2
2960,پادشاه بو تدبیری بینیب، سحر محمّدی چاغیرتدیردی:,f6,book2
2974,– آل بو اوزویو، آپار دریادا سودا چالخالا.,f6,book2
2988,محمّد گلیب پادشاها خبر وئردی کی، ائو حاضیردی.,f6,book2
3002,– سنه دئمه‌میشدیم، دالا باخما، ایندی بیر دریا طرفه باخ گؤر نه اولوب ؟,f6,book2
3016,بونون قونشوسوندا دا بیر ناخیرچی وارایدی.,f6,book2
3030,بیر مولّا تعیین ائتمیشدیلر، گلیب بیر ائوده بونللارین ایکیسینه ده درس وئریردی.,f6,book2
3044,بیر آت دا حاضیرلاسین اووا چیخاق.,f6,book2
3058,گلدی ملیک ممدین باشی‌نین اوستدن توللانیب گئتدی.,f6,book2
3072,آمما ملیک احمد بیر ائله پهلیوانیدی کی، رستمه عوض.,f6,book2
3086,قیز دا ملیک ممدی گؤرن کیمی مین کؤنولدن عاشیق اولدو.,f6,book2
3100,آخی، قیز دا بونللاری اؤرگتمیشدی اوغلان قازانین قیلپیندان یاپیشدی.,f6,book2
3114,– ملیک ممد، گل آچدیرما، آچسام، دای منی گؤرمویه‌جکسن.,f6,book2
3128,بو بیر ملعوندو کی، اویانسا سنی اؤلدوره‌جک.,f6,book2
3142,اگر سنی قویودا قویسالار، آل بو دودویو چال.,f6,book2
3156,– گئدرسن همن دئوین تشتین، مجمئییسین گتیررسن.,f6,book2
3170,بو دئولر اِحتیاط گؤردولر کی، یولا دوشسونلر، گئتسینلر اؤز ویلایتلرینه.,f6,book2
3184,ملیک احمد تئز گئدیب گؤردو، آتاسی ایلان اولوب کی، ملیک ممدی وورسون.,f6,book2
3198,بو باریحملین واخت اولدو کی، یئره قویدو.,f6,book2
3212,خان اوغلان بؤیویوب تا اینکی اون سککیز یاشینا یئتیشدی.,f6,book2
