NO	Sentence	ID	book_name
209	حوكمدار، حوكم ائله‌يير، اونا بيرايكي چكسينلر.	o1	book1
223	اوْروجلوقدا آغ و قارا ساپلار بير- بيرينده‌ن فرقله‌نديره بيلن بوتون مدتده يئمك، ايچمك، پاپيروس چكمك اوْلمازدي.	o1	book1
237	دير سه خانين اوْن بئش ياشلی آدسيز اوْ غلو بوغا اؤلدورور.	o1	book1
251	قارداش، بيزيم اوشاقلاريميزين آدلارينين اوْ دفترده‌نه ايشی ؟	o1	book1
265	محمد فضولی‌نين اثرينده بؤلمه‌سينده ، جمله‌لری تكرار-تكرار ايشله‌نير .	o1	book1
279	بورا داهم منطق جهت انسانين احوالینی، ساغلاماق وضعييه تينی عكس ائتديريردی.	o1	book1
293	اوْدوركی، بئله دامغا عؤمور بوْيو آلنيندا قالير واونون جانی اوْ لدوغو بيلديرير.	o1	book1
307	ندا گؤستريليركی، آتاسی طرفينده‌ن آغير يارالانيب چؤلده قالميش بوْغاج دئيير:	o1	book1
321	بو جهتده‌ن قديم مصر ديلی مثتسنا ايدی.	o1	book1
335	تد قيقاتلاردان معلوم اوْلوركی، بورداكی سؤزو اصلينده ‌معناسيندا ايشله‌نن ‌سؤزونده‌ندير.	o1	book1
349	آند ايچمكله قاردا شلاشما عادتينين قاليقلارينا معاصر دؤوردده تصادف ائديلير اثرينده اوْخويوروق:	o1	book1
363	دا گؤستريلديگينه گؤره اوروز آتاسی قازانا دئييركی، آنام .	o1	book1
377	اصلينده بو تركيب فارس ديلينين سؤزونون ترجمه‌سيدير.	o1	book1
391	اوْياخين گلنده قوش اوچوب بير آز اوزاغا قوْنور، يئنه اوُتمه‌يه باشلايير.	o1	book1
405	هم ده بايقوش گئجه‌لرده اوْياق قالير و بو معنا دادا طلبه‌لرله مشترك خصوصيته ماليكدير.	o1	book1
419	قوْيون صاحيبی چوْبانين گلمه‌سينی گؤروب اوْنو گولر اوزله قارشيلايير.	o1	book1
433	باشی الحد داشينا ديمه سه، اوْلماز » آتلار سؤزودور بو تركيبده كی ‌سؤزو اصلينده عرب سؤزو اوْلان ين تحريف ائديلمه سی ايله دوزه لميشدير.	o1	book1
447	چونكي اوْنلار زيارت يئری اوْلاراق سنا شهرينده كليسا تيكميشديلر و كعبه‌نی آرتيق حساب ائديرديلر.	o1	book1
461	، ‌، كيمی ايفاده‌لر شامانلارين معالجه مقصدينی گودن گئديشاتي تمثيل ائدير.	o1	book1
475	گونلرین بیرگونونده بیلیجی بیرشخص تویا دعوت ائدیرلر، بو کیشی کؤهنه پالتارلاری ایله توی ائوینده حاضیر اولور.	o1	book1
489	دیئیرلر، اسکندر ذولقرنین بوینوزو اولدوغو اوچون، اونون بو سری آچیلماسین دئیه، باشینی ووران دلـله‌یی، اؤلدوروب، محو ائده‌رمیش.	o1	book1
503	بوناگؤره باشینی قویویا اوزادیب، بیر نئچه دفعه:	o1	book1
517	هئچ واخت بو سیررین آچیلاجاغینی گؤزله مه‌ین اسکندر عصبی حالدا وزیره دئییر:	o1	book1
531	بئله روایت ائله‌ییرکی، گونونو، گذرانین اوغورلوقدا کئچیره‌ن بیر شخص یایین سو قاینادان آییندا، داغین دؤشونده قویونلارین، اوتلوغا اوتوروب، درین خیاللارا جومان بیر قوجا ایله راستلاشدی.	o1	book1
545	خلوته باجادان ایچری دوشوب ائوین، وار- یوخونو ییغیب، دولدوردو چواللارینا.	o1	book1
559	قوجا بو آدامین دوزلویونو گؤروب، اونا حالال یولدان چؤره‌ک چیخارماغی اؤیره‌تدی.	o1	book1
573	بو روایت ده خالقین زنگین، زحمت تجربه‌سی توپلانمیشدیر.	o1	book1
587	ایندی همین مثلریمیزله باغلي بیر نئچه آتالار سؤزونو تقدیم ائدیب.	o1	book1
601	آمما حضرت امیرین قهرمانلیقی و ایمان قدرتی، دوشمن‌نین محاصره‌سینی سیندیردی.	o1	book1
615	آخیردا آروادینی سسله‌مه‌یه مجبور اولدو.	o1	book1
629	تنبل احمد تئز آیاغا قا لخیب، شهره قایتدی.	o1	book1
643	دیو داشی آلدی بیر نئچه پارچا ائله‌ییب، یئره آتدی.	o1	book1
657	احمد عصبی حالدا، آج دیر نه دیر من آجیمدان لاپ اؤلموشم.	o1	book1
671	دیولر بیر داش گتیریب، کؤتویون اؤستونه سالدیلار.	o1	book1
685	او باخیب گؤردوکی، اری تنبل احمد‌ی، حیله کار احمد تئز آتدان دوشوب قیزیل دولو خورجونو آروادینا گؤستره- گؤستره دئدی:	o1	book1
699	اولار باشلادیلار شادلیقلارینا شیت‌لیک ائله‌مه‌یه.	o1	book1
713	- اوراسینی اؤزومده بیلیره‌م، تکی دوه تاپیلسین و بیلیم کی تاپیلدی، چونکی چوخ چتین اولار.	o1	book1
727	هاوا آلماق باهاناسی ایله حیطه چیخیر، بیر آغاجین یانیندا اوتوروب، بو سوال باره ده یئنه فیکیرله‌شیر.	o1	book1
741	دده علسگر یئنه ده مجلسه اوز توتوب دئدی:	o1	book1
755	هره اؤز عملی‌نین آغاجین یئیه‌ر آذربایجان آغیز ادبیاتینا منسوب اولان بير سيرا آتالار سؤزونون کؤکو و منشایی تاریخي حادثه‌لره و مذهبی روایت‌لره باغلی دیر.	o1	book1
769	نهایت اونلارین آراسیندا ساواشما باش وئردی.	o1	book1
783	آی سنه بو ائلین چؤره‌یی حارام اولسون، اوتانمیرسان قبیر داشلارین سؤکوب حاصارا ایشله‌دیرسن ؟	o1	book1
797	اوجاق ایدی پیرایدی منه گلنده کرامیتن ایتیردی ؟	o1	book1
811	بو خصوصدا ایکی گولمه‌جه ده دیلده آغیزدا گزیر اونلاردان بیری بئله‌دیر:	o1	book1
825	کیشی قاباقجادان کئچیب ائوه، آرواد- اوشاغینا دئییرکی، ال- آیاق ائله‌یین قوناغیمیز واردیر.	o1	book1
839	اونلار هامیسی بو ایشین سببینی تنبللیکده گؤرور.	o1	book1
853	قاتیغی تره‌زییه قویوب داشلاری دوزه لده‌ن‌دن سونرا، باشلاییر چؤرتگه ایله ائله‌مه‌یه باشلاییر و سونرا دئییر:	o1	book1
867	دونیا گؤروموش آغ ساققالاریمیز سؤزون قدرین بیلیب‌لر، قیزیل قیمتی سؤز دانیشیبلار.	o1	book1
881	هامی گؤرور، سؤز یئرینده اوتوردو و کیشی بئش قیراندا آلدی.	o1	book1
895	بو مثلین باشقا نمونه‌سینی ملا نصرالدین آدینا سؤله‌ین‌لر واردیر.	o1	book1
909	اونون سؤزلرین به‌یه‌نیب، سارایدا قالیب، هردم اونو، داریخماقدان قورتارماق ایسته‌دی.	o1	book1
923	آخیردا کیشی دونیاسینی عوض ائله‌ییب، جانینی جان صاحبینه تاپشیریر.	o1	book1
937	اکین بئجردین با هم‌لیکله ایشله‌سز بیریئره چاتاجاقسیز، یوخسا هره اؤز وارینی بیر یئرده قویوب باتیراجاق.	o1	book1
951	دئدیگیمیزکیمی، دیل یاراسی، همین سؤز یاراسی اونا گؤره بو مثلین باشقا بیر نؤعینده دئییلیر:	o1	book1
965	ایکی عائله‌نین صادق حیاتینی گؤره‌ن کند اهالیسی لاپ حیران قالیر.	o1	book1
979	بیر قابدا ایلیق بیر سو وار.	o1	book1
993	آخیردا گلیب، بیر شهرین وحشی حئیوان خاناسینا چاتدی.	o1	book1
1007	بو اوغلان درسلرینه خصوصی ماراق گؤستریب، اونلاری یاخشی یئرینه یئیرسه ده، پیس خاصیتیندن، عیبه‌جر ایشلریندن ال چکمیر.	o1	book1
1021	قوجا الینده عصا ایچری گیریب، اؤز اوغلونو پادشاهلیق پالتاریندا گؤروب تانییر.	o1	book1
1035	قارادا بوندان خبر توتوب، آستا قاچان نامردی، دئییب، اونون دالینجا توللانیر.	o1	book1
1049	گونلرين بيرينده سلطان حسين باي قارا، اؤز وزيرلرينه اوز توتوب اونلاردان بئله بير سوال سوروشدو:	o1	book1
1063	گونلرين بيرينده بو ايكي قارداش سفره چيخمالي اولور.	o1	book1
1077	گونلرين بيرينده بو ايكي قارداشي تويا چاغيرديلار.	o1	book1
1091	او حالوادان گؤتوروب گؤتورمه‌ميش ميلچك‌لر اونون اوستونه آخين ائدير.	o1	book1
1105	گونلرين بيرينده ولي خان تغيير لباس وئريب، شهرين كوچه‌لرينده گزمه‌يه چيخير.	o1	book1
1119	آللاه اؤزي وئره‌ندي، هئچ كيمسه‌ني او داردا قويماز، بو سؤزلري بوشلا، ياخشيسي اودوركي، گل منله پلوو يئ.	o1	book1
1133	باشماقچي‌لار تعطيل اولاندان بري هامي اعتراض ائله‌ييب، چيغير – باغير ساليرلار، سن هاردان پول اله گتيريبسن ؟	o1	book1
1147	باشماقچي گؤردو حقيقتي حكمدارا دئمه‌سه اولماياجاقدير.	o1	book1
1161	ايچري داخل اولاندان سونرا، اونون حالين و ايشيني سوروشدو.	o1	book1
1175	او گولدوكجه، باشماقچي اؤز – اؤزونه دئدي:	o1	book1
1189	عاشيق يايي – قيشي داغ باشينا گئديب، اربابين قويون – قوزولاريني اوتاريردي.	o1	book1
1203	آروادلار، اوشاقلار شيوه‌ن قوپاراراق، او طرف بو طرفه قاچيرلار.	o1	book1
1217	عاشيق سن قارا بگين تعريفي ني ائشيديبسن يا يوخ ؟	o1	book1
1231	سندن ياشلي‌سين تاپا بيلمه‌ديلر، سن گلدين ؟	o1	book1
1245	آز چكمه‌دن اونون ايچريسيندن گؤزه‌ل بير قيز چيخدي.	o1	book1
1259	من سؤزومون اوستونده وارام، چيخ گئت كنديزه.	o1	book1
1273	وضعيتي آغير گؤره‌ن اوغلان، آينا – داراغي چيخاريب، بير – بيرينه چالدي و خانين اؤنونده بؤيوك بير گؤل گؤروندو.	o1	book1
1287	بير چوخلاري كيمي اودا شهرين مئيدانچاسيندا دايانير و گؤزله‌ييركي، بير نفر گليب اونو ايشه آپاراجاق.	o1	book1
1301	اوغول گئت ايش وقتي اؤزوم دئيه‌رم.	o1	book1
1315	ارباب من بوردان نئجه قورتارا بيلرم ؟	o1	book1
1329	احمد تئز اربابي‌نين امريني يئرينه يئتيريب.	o1	book1
1343	احمد گؤزونه دؤندويوم ده او احمدلردن دئييلدي كي بيرده بو كيمي بوش سؤزلره آللانسين.	o1	book1
1357	ايتينه تعليم وئرميشدي، اونو هميشه هر يئرده قوروسون و هر كيمسه اونا ياخينلاشيرسا، اونا خبر وئرسين.	o1	book1
1371	بئلهليكه تولكونون حيلهسي اوزه چيخير و خوروزي گئري آلير.	o1	book1
1385	يوخسول كيشي خوريي آليب اؤز منت دارليغيني بيلديردي.	o1	book1
1399	گونلرين بيرينده، يايين اوغلان چاغيندا قوجا، سوسوزلوقدان يانان زميسيني سووارييردي.	o1	book1
1413	بیر چكير، بير مدت دوام ائلهين دؤيوشدن سونرا، بللي اولوركي، شاه اسماعيل تاب گتيرمهييب كيچيك اوردوسو مغلوب اولور.	o1	book1
1427	آي قاري ننه بونه سؤزدور دئييرسيز ؟	o1	book1
1441	آيلار دولانير، ايللر كئچير، احمد اون سكگيز ياشينا چاتير.	o1	book1
1455	سونرادا باخاريق، ممكن اولسا بلكه او سؤزو دئديم.	o1	book1
1469	غيض ايله بير ايش گؤرمك ايسته سن اوولجه بير آز صبر ائله.	o1	book1
1483	گليب بير يئرده ايكي يولون آيريجينا چاتديلار.	o1	book1
1497	احمد دئيه‌سن اوغلونو تانييا بيلميرسن ؟	o1	book1
1511	آكيشي، اوغلوموز اون بئش ياشينا چاتيب، اوخويوب مكتبي قورتاريب، اؤزو ده كي، عاغيللي، باجاريقلي دير، اونو نييه ائولنديرميريك.	o1	book1
1525	آمما اوغلو هئچ وجهينه ده آلمادي.	o1	book1
1539	فياض آتاسي‌نين بو حركتينه دؤزه بيلمه‌ييب هيجانلا دئدي:	o1	book1
1553	پادشاه اوغلونون گتيرديگي تورباني آچيب گؤردوكي ايچينده نوغولدور.	o1	book1
1567	پادشاه ايسته‌ييركي، سني اؤزونه باش وزير گؤتورسون.	o1	book1
1581	بيز ائشيتميشيك كي، وزيرلر الي آچيق، سخاوتلي اولمالي ديركي، جاماعاتا كمك ائتسين.	o1	book1
1595	بيز پنجره‌دن باخاندا گؤردوك سن خريطه‌يه باخيب اوخويوب يازيرسان.	o1	book1
1609	من گليب آتا مينه‌رم، يئنه سنه چاتارام.	o1	book1
1623	واي، واي كيم‌ايسه خوره‌ييميزدن داديب – دئيه تولكو هاي – حشير سالدي.	o1	book1
1637	من سيزين قيزينيزي ساغالدا بيلرم – دئدي.	o1	book1
1651	بير آزدان سونرا تولكوايله جاناوار گلدي.	o1	book1
1665	بونون امكاني يوخدور، اگر گؤره بيلسن، محصولون ياريسي سنين اولسون.	o1	book1
1679	محمده بتر داريخما ال وئردي و هئچ نه قازانماديغي اوچون ائولرينه‌ده دؤنه بيلمه‌دي.	o1	book1
1693	آرواد نه قده‌ر چاليشدي، كيشيني بو ايشيندن يايينديرا بيلمه‌دي.	o1	book1
1707	گئت قوشو تاپ، گؤر او نه دئيير.	o1	book1
1721	دربار باشچيلاري اوتوروب دينجلمه يه باشلاديلار و بو چؤلده هئچ نه‌يين اولماديغيني گؤردولر بو حالدا سلطان حسين گؤردو بير نئچه ميلچك اوچور و اونا گؤره‌ده نوائي‌يه‌ اوزون توتوب دئدي:	o1	book1
1735	اونلار شهرين مركزينه چاتاندا باخيب گؤرورلر، شهرين مركزينده دارآغاجي قورولوب، اورايا چوخلو آدام ييغيشيب، بيريني‌ده چكه – چكه آپاريرلار دارآغاجينا، بو آدام آغلايا – آغلايا دئييركي:	o1	book1
1749	چونكي، درزي‌نين بوينو بوتووايميش، گؤردولر بونو آسماق اولماياجاق.	o1	book1
1763	گونلرين بير گونونده، بير ايکي آدام اوتورموشودو حضرتلرين بيرينين يانيندا دئيه‌سن سليمان پيغمبر حضرت اوز چئويريب آداملارينا بئله بويوردو:	o1	book1
1777	بير نئچه ساعات سونرا سيمرغ گلدي قيزين يانينا، قيز ننه‌سينه دئدي:	o1	book1
1791	-گتيره‌رم من اونو ائله اوجور چپر ايچينده ساخلاميشام پئيغمبر بويوردو:	o1	book1
1805	اياك اعني و اسمعي ياجاره عرب و فارس ادبياتيندا قاپييا دئييرهم دووار ائشيتسين مثلي آدينا بئله بير ماجرا قوندار ميشلار.	o1	book1
1819	واي اولسون منه كي، پيس مقصديم يوخ ايدي و قيزين اتهامينا گؤره بتر سيخيلدي.	o1	book1
1833	بئله گؤرونه بيلركي، بو ايفادهسي ده ائله آنلاييشي ايله باغلي‌دير.	o1	book1
1847	بيرزامانلار بوتون ليوان اراضي سيني بوروموش صدر آغاجلاردي اوزون عصيرلر بويو محكم، داواملي، تيكينتي ماتئرييالي حئساب اولونوردو.	o1	book1
1861	يولدان كئچن اللريني گؤيه آچيب، آللاهدان ايسته‌دي‌كي، بو باغين بوتون مئيوه‌لريني و ياشيلليق‌لاريني قوروتسون.	o1	book1
1875	كيچيك قارداش ايسه گئديب، لاپ آشاغي آخوردان بير آت سئچيب گلدي.	o1	book1
1889	اوغلان نه اوره‌ك‌له بورا گلدين.	o1	book1
1903	بو ايش دئوه بير آز آغير گلدي، اونا گؤره دئدي:	o1	book1
1917	عيبي يوخدور، من اونون باشلاريني‌دا، بوينوزلاريني‌دا بدنيندن آييرارام.	o1	book1
1931	صياد، قارا دئوين ائوينه طرف يورودو.	o1	book1
1945	صياد آللاهينا يالواريب، ياخاريب، آغلاييب، يورغون حالدا ياتدي.	o1	book1
1959	سو آتلاري، صيادي گلديگي يولو ايله قايتاريب، قورخاليغا سالديلار، اؤزلري‌ده قاييديب دنيزه تپيلديلر.	o1	book1
1973	اينديكي گئديرسن؛ منيم بو بيرتاي باشماغيمي و بير تاي الجه‌ييمي اؤزونله ساخلا، من اونو پادشاهدان ايسته‌رم، سني تاپيپ سارايا گتيرنده، گؤره‌رم‌كي، سو قويوسوندان چيخيبسان.	o1	book1
1987	بير مدتدن سونرا، يولدان اؤتن كروان قويودان سو گؤتورمك ايسته‌ينده، صياد اونلارا يالواردي‌كي، اونو بو قويودان چيخارسينلار.	o1	book1
2001	اوستا، قورخوردوكي، شاه الجه‌يي بينمه‌سين و باشي بلايه كئچسين، اونا گؤره صيادين اؤزونو گؤندردي.	o1	book1
2015	بولبولو اوغورلانان شاه شهرين دروازاسينا گليب و دئييركي، بولبولو اوغورلايان كيمديسه گلسين، اونونلا حق – حسابيم وار.	o1	book1
2029	سن ايذن وئر، قالاني منيم عهده‌مه.	o1	book1
2043	اونا گؤره، من اونلارين اؤلومونو ايسته‌ميره‌م.	o1	book1
2057	اونلاردا ختايي‌دن سوروشدولاركي، بس سن نه پئشه‌نين صاحبي‌سن ؟	o1	book1
2071	حؤكمدار بير گون اوغلونا اوزونو توتوب دئدي:	o1	book1
2085	او طرفدن آج تولكو، اَت ايييني دويوب احتياطلا گليب، اونلاري يئمه‌يه باشلادي.	o1	book1
2099	هامي بير سسله تولكونو اؤزلرينه باشچي سئچدي.	o1	book1
2113	بيليرسنمي سندن اؤتور من ائويميزي ترك ائديب، بو كؤهولده ياشامالي اولدوم ؟	o1	book1
2127	شهره چاتماق همن، هامي جاناواري قووماغا باشلادي.	o1	book1
2141	منيم هئچ كيمسه‌م يوخ، يولودا ايتيرميشم.	o1	book1
2155	منيم بئليم اييلمير، گل باخ گؤر نه وار ؟	o1	book1
2169	بيز گره‌ك هر طرفدن قيزين كئشيينده دوراق و بيرده بو ايشين تكرارلانماسي‌نين قاباغيني آلاق.	o1	book1
2183	مني اؤلدورمزدن قاباق، ايذن وئرين اؤز كوره‌كنيمله گؤروم دانيشيم و سونرا اؤلدورسه‌نيز، اؤلدورون.	o1	book1
2197	او دونيايا نه ساياق گئتمك اولار ؟	o1	book1
2211	قوجانين وضعيتي اونو آنديردي كي، نه ايسه اونا بير شئي اولوب، يادا يايين ايستي‌سي اونو بئله ناراحات ائله‌ييب، اونا گؤره جاوان قوجايا ياخينلاشيب سلام وئردي و عليك آلاندان سونرا، جاوان قوجايا دئدي:	o1	book1
2225	اوغلوم نه قدر قوجاليقدان اوزاق اولسان عؤمرون قيشي دايازدي، ائله كي ياشا دولدون اوندا بيله‌رسن كي، قيشين سويوغو، يايين ايستي‌سي نه‌دير.	o1	book1
2239	بونلاردا معجز‌‌لی بیر صورتده دونیایا گلمیش اوشاقلار ناغیلین قهرمانی اولور، سونرادان پادشاهین تاختینا یییه‌له‌نیرلر.	o1	book2
2253	بورادا بعضا مولکیّتین تؤر‌مه‌سی، شخصی اکینچیلیگین باشلانماسی، کیشی و قادین موناسیبتلری و غیره.	o1	book2
2267	دللک بو سیرّی ساخلادیقجا قارنی شیشیر.	o1	book2
2281	بونو اودون گتیرمه‌یه گؤندردیکده گئدیب مئشه‌نین اوتوز-قیرخ آغاجینی قیرار و حیطی، دامی اودونلا دولدورارمیش.	o1	book2
2295	دیولر بیر، اوچ و یئددی باشلی اولارمیش.	o1	book2
2309	بورادا ناغیلچی‌نین اوزرینه ان بؤیوک یارادیجیلیق ایشی دوشور.	o1	book2
2323	باجی قارداشی اؤز اِحتراسینا قوربان وئریر.	o1	book2
2337	ناغیل قهرمانلاری‌نین مقصدلرینه چاتمالاری اوچون حئیوانات عالمی اونلارا آز کؤمک ائتمیر؛ مثلا.	o1	book2
2351	همین بو ناغیلداکی درویش تجروبه‌سیز جوان اوشاقلاری الده ائتمه‌یه و اؤز تجروبه‌لرینی بونلارین اوزرینده سیناماغا چالیشیر.	o1	book2
2365	و حتی آذربایجانین آشاغا طبقهلری آراسیندا یاری‌افسانوی بیر شؤهرت آلمیش بیر شاه عباس دیللرده عدالتلی و انصافلی تصویر ائدیلسه ده، ناغیللاردا قدّار، انصافسیز، کور-کورانه دیوان ائدن ، قان ایچیجی بیر شکیلده گؤستریلیر.	o1	book2
2379	ناغیللاردا تصویر ائدیلن قادینلار چوخ زامان آپاردیقلاری مباریز‌ده ارلرینه دایاق اولور و دؤیوش مئیدانیندا اؤز مصلحتلریله، روحلاندیریجی تدبیرلریله غالیبیّته نایل اولورلار.	o1	book2
2393	زمانهنین حؤکمو بیری وار ایدی، بیری یوخ ایدی.	o1	book2
2407	آدام چنه، دومانا دوشور، یولونو آزیب، آخیردا گئنه ده بو دره‌یه گلیب چیخیردی، یا دا قورد-قوش دیدیشدیریب آپاریردی.	o1	book2
2421	– باشینا دؤنوم، آجلیقدان شهره گئدیرم، گؤروم بیر چؤرک پولو چیخاردا بیلرممی ؟	o1	book2
2435	علیمردان کمال ادبنن، ارکاننان بونا سلام وئردی:	o1	book2
2449	قیلینجی سیییردی، آتی چاپدی آغ ایلانین یوواسینا طرف.	o1	book2
2463	نه دعوا اولاجاخ، نه ده قیلینج.	o1	book2
2477	آداملار بیر-بیری‌نین اتینی دیدیردی.	o1	book2
2491	او ساعت باشا دوشدو کی، هر نه انگل اولدوسا، همن گؤی مینجیخدان اولدو.	o1	book2
2505	گؤردو بیردا دویو، یاغ، هر نه دئسن وار، آنجاق هئچ بیر انسان عطری یوخدو.	o1	book2
2519	قیز سئوینیب خؤرگی چکدی، یئدیلر، ایشدیلر.	o1	book2
2533	گزه-گزه گلیب چیخدی همن قالاچایا کی، باجیسی اوردایدی.	o1	book2
2547	بلی، ائله کی آخشام اولدو، چؤله گئدنلر گلدی چیخدی، قیز احوالاتی اونلارا ناغیل ائله‌دی.	o1	book2
2561	اوغلان دوردو، اؤکوزلری بویوندوروخلیییب، توخومو، خیشی دا گؤتوروب چیخدی ایشه.	o1	book2
2575	چیرتماینان ووروب بایداجانین آلتین دلدی، دیبوندن بایداجانی ائله سوردو کی، قایماق گلیب یاپیشدی بایداجانین دیبینه.	o1	book2
2589	کیشی نه قدر ائله‌دی، اوغلان کیریمه‌دی.	o1	book2
2603	کیشی قبیر قازماغا باشلایاندا گؤی مینجیخ دا گئتدی او بیری طرفدن باشلادی بیر قبیر قازماغا.	o1	book2
2617	بونو ائشیدن کیمی گؤی مینجیخ فارماشدان سیچراییب چیخدی:	o1	book2
2631	قالدی بیر کیشی، بیر ده گؤی مینجیخ.	o1	book2
2645	بیر گون کئچل محمّد بازارا چیخمیشدی.	o1	book2
2659	بیردن گؤردو محمّد باشینی قاریتدییا-قاریتدییا گلدی، قاپینی آچدی، آتیلیب گؤیدن کلفین بیرینی آلدی کی، قاپیدان چیخسین، فاطی قاری یاپیشدی قولوندان، باشلادی بوداماغا:	o1	book2
2673	آشباز ایسته‌دی آلسین، او دا هئله.	o1	book2
2687	– گئنه بو فاطی قاری‌نین اوغلو کئچل محمّدین ایشیدی.	o1	book2
2701	او دیوارا-بو دیوارا او قدر ووردو کی، اوغلان گؤردو کئچل اونو اؤلدوره‌جک، ایسته‌دی قاچسین، بیر آیاغی کئچدی محمّدین الینه.	o1	book2
2715	– کئچل کؤپک اوغلو، بونو هاردان آلیبسان ؟	o1	book2
2729	کئچه‌لین قولون باغلیییب دا گتیریب گلدی پادشاهین حوضورونا دئدی:	o1	book2
2743	محمّدی قویاخ جلّاد الینده.	o1	book2
2757	محمّد دئییب آتیلدی گمی‌نین سوکانیندا اوتدو.	o1	book2
2771	نهنگین بورنوندا بیر سیرغا وار ایدی.	o1	book2
2785	منیم منزیلیمه قاطیر گلسه، دیرناق سالماز، قوش گلسه قانات سالماز.	o1	book2
2799	اللها توکّل ائله‌ییب اوز چئویردی بیر طرفه گئتمگده اولسون.	o1	book2
2813	محمّد، آییخ اولمالیسان بو قالاچا ایشسیز دئییل.	o1	book2
2827	گونلرین بیر گونونده هاراداسا فاطی قاری‌نین اوغلو کئچل محمّد بیریسی آرا-تزه گلدی چیخدی اورا، باشلادی بیر طووله میخی چالماغا، بیر دفعه‌‌ سسلندیم، دربند اولمادی، ایکی دفعه‌‌ سسلندیم دربند اولمادی، آخیردا اؤزوم چیخدیم توتوشدوخ.	o1	book2
2841	گؤردوم منی اؤلدوره‌جگ، ایسته‌دیم قاچام، یاپیشدی الیمدن او طرفه چکدی، من بو طرفه چکدیم، بارماغیمدا بیر اوزوک واردی، یئددی ایلین باجی خراجیننان عمله گلمیشدی.	o1	book2
2855	محمّد اؤزون یئتیریب آناسینا دئدی:	o1	book2
2869	گلنده گؤردو آشپاز آشی پیشیریب، حلیمینی تؤکوب قابلارا.	o1	book2
2883	جلّاد باققالین بوینون ائله ووردو کی، بیر گیله قان دا یئره دوشمه‌دی.	o1	book2
2897	پادشاه بیر گون وزیرینن اوتورموشدو کلاه_فرنگیده، دؤرد طرفه باخیردی.	o1	book2
2911	ایندی من گؤرورم بو شهرده سندن قوچاق آدام یوخدو، گرک بوندان منه گتیره‌سن، گتیرمه‌سن بوینووو ووردوراجاغام.	o1	book2
2925	او منیم خالامدی، بو کاغیذی وئررسن اونا اوخویار، او نه دئسه عمل ائدرسن.	o1	book2
2939	قاری بیر کاغیذ دا باجیسی قیزینا یازیب، محمّدی یولا سالدی.	o1	book2
2953	پادشاهین علاجی کسیلیب محمّدی آزاد ائله‌دی.	o1	book2
2967	محمّد اولان احوالاتی ناغیل ائله‌دی.	o1	book2
2981	– محمّد، قال بیزه کؤمک ائله.	o1	book2
2995	لاپ قاپی‌نین آغزینا چاتمیشدی کی، داوام ائله‌یه بولمییب، اییلدی ایکی قیچی‌نین آراسیندان دالا باخدی.	o1	book2
3009	لوطوباشینی دا اؤزونه وزیر ائله‌دی.	o1	book2
3023	آی اولدو، ایل دولاندی، بونللارین هر ایکیسی‌نین آروادلاری‌نین بویونا اوشاخ دوشدو.	o1	book2
3037	نه قدر ائله‌دیلر، بونو توتا بیلمه‌دیلر.	o1	book2
3051	گؤردولر کی، بلی، بوردا بیر جئیران اوتلاییر.	o1	book2
3065	بو گیردی ایچریدن بیر شکیل گتیردی.	o1	book2
3079	– آی پادشاه، منه قوشون لازیم دئییل.	o1	book2
3093	من ده قارداشلاریما دئمیشم کی، هر کس او تاختانی آخیتسا، او قازانی دا دولدوربو گؤتورسه، اونا گئدجییم.	o1	book2
