NO	Sentence	ID	book_name
232	اصلينده ايسه بو ايفاده‌نين اؤزونه مخصوص ايلك معناسي واردير.	m2	book1
246	همين حكايه ده گؤستريليركی، كندین حؤرمتلی سيما‌لاريندان اوْلان قاسم علی دئيير:	m2	book1
260	ديليميز ده هابئله عينی معنادا ايشله ديلير.	m2	book1
274	ديل تكجه گؤز‌لليك اوچون موجود اوْلابيلمز.	m2	book1
288	بشير عمر ايله گؤروشدوم روْمانيندا دئييلير:	m2	book1
302	ايفاده ادبی- بديعی ديليميز ده مختلف شكيلرده ايشلنير.	m2	book1
316	بير چوخ قديم خالقلارين افسانه و اساطيرلرينده يئرآنا ، گؤي ايسه آتا شكلينده تصوير ائديلير، حياتين ايسه آنا توْپراغين آتا گؤيده‌ن حامله اوْلماسی نتيجه‌سينده يارانديغی گؤستريلير.	m2	book1
330	بيز بونو نلا آنا ميز تورپاغی واوْنون اوستونده چكيلن انسان زحمتينی قوْروموش اوْلارايق».	m2	book1
344	اوزون مدتلی ساواشلاردان سوْنرا مادلار ايله ليديياليلار آراسيندا صلح باغلانماسيندان بحث ائدركن هئرودوت گؤستريركی، بو خالقلار دا آند ايچمكله مقاويله باغلاييبلار.	m2	book1
358	قديم خزرلر اؤلونون باش طرفينه ايكی قاب عادتا گيلده‌ن دوزه لديلميش كوپ قوْيور دولار.	m2	book1
372	سؤزو لغتلرده معناسيندا شرح اوْلونور.	m2	book1
386	سؤزو بو ايفاده‌نين اصلينده له علاقه‌دار اوْلدو غونو گؤسترير.	m2	book1
400	لاكن بو قوشدا هئچ بير فوق‌الطبيعی خصوصيت يوْخدور.	m2	book1
414	اوْ كروْموئل چايدان كئچن قوْشونونا اوزتوتاراق دئميشدی:	m2	book1
428	گول حسين اوْغلونون منثور شعرينده دئييلير:	m2	book1
442	تئز ليكله اوْنادا خيانت ائدير، تيكيش كرخاناسي مديری اومودا گئدير.	m2	book1
456	مثلا ً،‌پول صدقه‌سينی باش اوزه‌رينده، حيوان صدقه سينی شخصين اطرافيندا دوْلانديريرديلار.	m2	book1
470	بو ايفاده‌نی ايشله دن آدام اؤز عزيزی اوغروندا قربان گئتمه‌يه- اؤلومه حاضر اوْلدوغونو بيلديرير.	m2	book1
484	آمما اونو بیرآن دا اولسون بئله آشاغی دا اوتورماغا قویمورلار.	m2	book1
498	گونلرین بیرینده اؤز- اؤزونه دوشونوب دیئیرکی، اولمایا، منیم قارنیمین شیشمه‌سینین سببی ائله بو سؤزدور.	m2	book1
512	اونا ائله گلیرکی، داغدان داشدان، چؤلدن- چمندن، هر یاندان اسکندر ذولقرنین بوینوزو وار بوینوزو سؤزونو ائشیدیر.	m2	book1
526	اسکندر قمیشی چالیر گؤرورکی، بلی قمیش دئییر:	m2	book1
540	بو شخص بیر آز فیکیرلشندن سونرا قوجانین سؤزونه راضی اولدو.	m2	book1
554	- تاجر من ده انصافی آرادا گؤره‌نده اینانیرام کی سن ده مرد، اوره‌یی آچیق آدامسان.	m2	book1
568	توخومو سپدیینی ایسه اوندان گیزله‌دیر.	m2	book1
582	مثل‌لرین یارانما تاریخی دقیق معلوم او۫لماسادا، او۫نلاردا او۫لان معنا و حادثه شرایطی بیزی بو ایسته‌يه یاخینلاشدیریر.	m2	book1
596	ایگید آسدیغینی کسمز دئیه‌ن قوجا؛ آتا- آنالاریمیرین یادداشتیندا اولان بو ایکی روایتین بیری حضرت علی - ین آدینا و اوبیریسی ایسه کو۫راوغلو کیتابیندا مؤجوددور.	m2	book1
610	گونلرین بیرینده احمد گیلین قونشولارینا بیر نفر میمون اوینادان گلدی.	m2	book1
624	احمد شیرین یوخودایکن، میلچک‌لر اونون اوزونه داراشماغا باشلادی.	m2	book1
638	بو واخت گؤی گورولداییب ایلدیریم شاخدی بو زامان یئددی قارداش دیولرین بیری گؤیدن یئره دوشدو، او احمده یاخینلاشیب، گوردوکی، بیر کیشی دیر.	m2	book1
652	بئله‌لیکله او تنبل احمد‌ی دالینا آلیب یولا دوزه‌لدیلر.	m2	book1
666	بئله منوال ایله احمد دیولره هرگون بیر آغیر ایش بویوردو.	m2	book1
680	آنجاق الی بوش کی، ائوه قاییدا بیلمرم.	m2	book1
694	بونا باخماییب، اؤزلرینی گیزلین بیر مکانا سالدیلار.	m2	book1
708	ایتیینین تاپیلماماسیندان ال اوزه‌ن بو شخص باشلاییر دئییر:	m2	book1
722	سیزین ده سورغو- سوالیز وار سا سوروشون جاواب وئریم.	m2	book1
736	عاشیق تئز سازی الینه آلیب، سؤزه باشلاییر!	m2	book1
750	بیر آیریسی دا، یئنه اوشاغینا دئییر:	m2	book1
764	اویاندان بیر چوبان گلیب، همین پولو گؤردوکده، بو تاپینتینی آللاه طرفیندن اونون اوچون گؤندریلمه‌سی کیمی ده‌یرلندیردی.	m2	book1
778	کتخودا بیلیردی اگر حقی- ناحقدن آییران اولسا، آرایا میزان تره‌زی قویولسا، احمد بیریمینجی آدامدی کی اونون یاخاسیندان توتاجاقدیر.	m2	book1
792	سونرا احمد نه قدر آند ایچیر کی، بئله دئییل، کتخودا اینانمیرکی، اینانمیر و دئییرکی، گرک حاصارین ییخیلسین.	m2	book1
806	آی قارداش گونون بوواختی منیم باغیمدا نه ایش گؤروسن، هئچ اوتانمیرسان، باغیما نردواندا گتیریرسن، اوغرو گؤرور، بونو اوسته‌له‌مه‌سه اولمایاجاقدیر.	m2	book1
820	گونلرین بیرگونو، بیریسی اؤز آتی ایله او کتدن بو کنده گئدیرمیش، چؤلده بیر اکینچی‌يه راست گلیر، خوش- بئشدن سونرا اکینچی اونا تکلیف ائدیرکی، گون باتیر، اونلارین کندلرینه‌ده چوخ یول قالیر.	m2	book1
834	اؤز عملیندن پئشمان اولوب، آنجاق اوزونه گتیره بیلمه‌ین اکینچی، علاجسیز قالاراق:	m2	book1
848	ایندی اولدوق باشا- باش بوحسابلا باققال قارداش.	m2	book1
862	قاتیق ساتان کیشی گؤرور، بوندان پول آلا بیلمه‌یه‌جک، اونا گؤره ده توکانداکی بوش کوپ‌لری بیر- بیرینه ووروب سیندیردی، سونرا قاتیق دولو پوتلوغو گؤتوروب، باققالین باشینا اندیردی و دئدی:	m2	book1
876	بارا یویان کیشی بو ایشینه گؤره‌بئش قیران آلیر.	m2	book1
890	هه دئ گؤروم یاشین ایندی نئجه‌دیر ؟	m2	book1
904	بونون صاف گؤزوده کور اولسون، اونا گؤره امیر ائدیر، اونون .	m2	book1
918	بو مثلده بیرلیگین تأثیرین بؤیوک قرآنیمیزین بویوردوغو کلامینی بیزه آنلادیر.	m2	book1
932	حسن کیشی بو فیکیردن سونرا تصمیم توتورکی، گئتسین دوستونون اوغلانلارینی یوخلاسین.	m2	book1
946	و یا خود سؤز دیلین یاراشیغی‌دیر.	m2	book1
960	بلی آرواد دئییر کیشی دوروب، مات- مات باخیر گلین گؤره ک شاعیر بو منظره‌نی نئچه‌نظمه چکمیشدیر:	m2	book1
974	بو قاپی منیم- او قاپی سنین- دئیه آختارا- آختارا آخیردا گلیب گزدیگی يئری تاپدی.	m2	book1
988	اریم ده منیم صداقتیمی گؤروب منی آرتیق سئوه‌ر.	m2	book1
1002	بگ آروادی او دئین کیمی اری ایله یاخشی رفتار ائله‌دی.	m2	book1
1016	او یوخاری گئدیب، مقامینی اوجا لدیقجا، آتاسی‌نین ائله همین سؤزونو ائشیدیر:	m2	book1
1030	سونرا آدامی اؤلن طایفا ییغیشیب، اوبیری طایفا ایله ساواشیر و عوض آچماق اوچون، اولاردا، بولارین بیر نفرین اؤلدورور.	m2	book1
1044	ائله بیل بوقان دوشمنلری آراسیندا هئچ نه یوخ ایمیش.	m2	book1
1058	وزيرلر اميرعلي شيرنوائينين آديني چكديكده، سلطان دئدي:	m2	book1
1072	اونلار آروادلاريندان سوروشدولاركي، گؤروسونلر بو مدتده دارخيبلار يا يوخ.	m2	book1
1086	بو مثلين باشقا نمونه‌سي ده واركي دئييرلر.	m2	book1
1100	حزين كولك اسن زمان، راحاتليقلا، اونلار اؤزلريني بير طرفه چكيب قورتاراجاقلار.	m2	book1
1114	بو سؤزلردن حيرت‌له‌نن حكمدار سوروشدو:	m2	book1
1128	باشماقچي اؤز طالعينه بويون اييب، ايشيني دايانديردي و دؤزمه‌لي اولدو.	m2	book1
1142	بو ايشدن آرتيق قورخويا دوشن باشماقچي، نه قده‌ر يالواردي‌كي، منيم گناهيم يوخدور، مني اورا آپارمايين، مأمورلار اونون قولوندان ياپيشيب، چكه – چكه حكمدارين حضورونا آپارديلار.	m2	book1
1156	قيلينجي گؤتور، منيم آتيمي مين، گئت اؤز ائوينده گئجه يات، سونرا قاييت گل بورا.	m2	book1
1170	باشماقچي بو دوشونجه‌ده ‌ايكن، بيردن سس اوجالدي:	m2	book1
1184	او شام يئيه – يئيه دوشوندو، آتالار گؤزه‌ل دئييب لر:	m2	book1
1198	هر زامان چتين‌ليگه دوشنده، اونويئره آتيب، هرنه دئسن، او سن دئيه‌ني گؤره‌جكدير.	m2	book1
1212	او دئيير منيمله دانيشماغا گلن آدام، گرك آتلا، دوه‌ايله گلمه‌سين، او گرك بير آياقلي يورويوب گلسين و بيرده‌كي يوللاردان، چؤللردن اؤتمه‌ميش گلسين.	m2	book1
1226	بيليرسيز كئچي مينيله‌سي حئيوان دئييل.	m2	book1
1240	عاشيق بوردا، چوخ – چوخ ناراحات اولوب و قاچماق اوميدي‌ايسه تمامي‌ايله يوخ اولدو.	m2	book1
1254	ايندييه كيمي بير نفر اونون تورمه‌سيندن ديري چيخماميشدي.	m2	book1
1268	بو دفعه قيز وئره‌ن اينه‌ني چيخاريب، اونلارين آياغي آلتينا آتدي و آتلي‌لارين قاباغيندا جوشقون بير چاي آچيلدي.	m2	book1
1282	مثلاً قونشولارين، قويونلاريني ساغيب، پالتارلارين يوماقلا باشلاريني دولانديريردي.	m2	book1
1296	احمد اوتانا ـ اوتانا باشيني آشاغي سالاراق.	m2	book1
1310	احمد قورخوسوندان دئشيكلري ييرتيب، اؤزونو بير تهر ائشيگه چيخارير.	m2	book1
1324	چونكي چوخ ايللردن بري بو حيله ايله داغين باشينا گؤندرديگي يوزلرجه جاواندان بيري ايندييه كيمي ساغ قاييدا بيلمه‌ميشدي.	m2	book1
1338	اؤزونه قووّت وئريب دريني بير تهر ردّ ائدير.	m2	book1
1352	تولكونون آندينا ايناناق، يوخسا خوروزن قاناد لارينا بعضي يئرلرده بو مثل جور به جور فورمادا ايشلهنير.	m2	book1
1366	خوروزون سسيني ائشيدهن ايت، تولكونون آردينجا دوشور و اونو بير يئرده توتور.	m2	book1
1380	بيردن ـ بيره اوْ ايكي يوخسول كيشينين ايستهيني ائشيديب، خادملريندن بيرينه دئديكي، ائشيديرسنمي ؟	m2	book1
1394	قديم گونلرين بيرينده، بير قوجا كيشي، اؤزونو يايين ايستي‌سيندن قوروماق اوچون بير كؤلگه يئر سئچيب، دينجـ‌لمك ايسته‌يير، قوجا دينجلمه‌يينه دينجه‌لير، او دينجلديكجه كئچن گونلرين آجيلي – شيرينلي خاطيره‌لريني، خياليندان بير – بير اؤتورور و نهايت باشينا خطاباً دئيير:	m2	book1
1408	دئيه قوجادان حالالليق ايسته‌ييب، سونرادا سويون اوزونو اونون زميسينه چئويره‌رك، قوجانين زميسيني‌ده سووارمالي اولور.	m2	book1
1422	شاه اسماعيل هوندور پالتارينين آلتيندان بير نئچه پؤلوش چيخارديب قارييا وئرير ودئيير:	m2	book1
1436	بلي شاه اسماعيل قايغيسي ايله زياد خان نسلي گنجهده بئله ياراندي.	m2	book1
1450	اوغول ايندي سن اوخويوب ساوادلي آدام اولموسان.	m2	book1
1464	‌ اوغول من سنه اوچ مين تومن وئره‌جگم.	m2	book1
1478	او بيريني آچيق وئردي اؤزونه ده تاپشيردي كي يولدا آچيب ائله‌سن الينده كي چؤره‌گي يئيرسن.	m2	book1
1492	اگر ايكي مين تومني وئريب او سؤزو اؤيره‌نمه‌سئيديم ايندي من ده زوارين گونونه دوشه‌ر‌ديم.	m2	book1
1506	كاغيذي اوخودو گؤردو كيشي يازيب كي اوغول، احمد نصيحت‌لريمي ياديندان چيخارتما.	m2	book1
1520	آكيشي، سن ائوه وئرديگين خرج ليكدن بير آز پول ييغميشمام، گتيريم، وئريم، اوغلوموزون تويونو ائله‌يك.	m2	book1
1534	اوستاسي گوردوكي شاگيردي دوغرودان جانلاباشلا ايشله يير.	m2	book1
1548	شاه اوغلونون اويناديغي اوشاغين كيم اولدوغونو بيلمك اوچون بيرگون اونلارين ايكيسي‌ني ده چيخارديب هره‌سينه بير قيران پول وئريب دئدي:	m2	book1
1562	بيبرين آجي‌سي بير ساعتدن سونرا گئده ر.	m2	book1
1576	شاهيم او آدام چوخ تنبيل و احتياط‌سيزدير چونكي بيز بورا گلنده هله يئني‌جه شر قاريشيردي.	m2	book1
1590	پادشاه تعجبلندي، گئجه‌نين بو واختي نييه ياتميرلار.	m2	book1
1604	خئيرده آتيني چاپيب همين سمته گئديردي.	m2	book1
1618	آمما اوجاغين اوستونده ايري بير قازاندا ات بيشيردي.	m2	book1
1632	بگ‌ين ايلخي‌سيندان هرگئجه بير آت اوغورلاييرام.	m2	book1
1646	بير ايل كئچندن سونرا، شره راست‌لاشدي.	m2	book1
1660	سونونجو قارداش محمدايسه اوزون يولا چيخدي.	m2	book1
1674	باخيب گؤردو بو كندين اربابي، اؤزونه شرط‌ايله چوبان توتماق ايسته‌يير.	m2	book1
1688	هرنه ايسته‌سن او اوزويه دئسن او سنه يئتيره‌ر.	m2	book1
1702	وزيرلر، سئحيرلي اوزوك باره‌ده شاها بيلگي وئرديلر و آرتيرديلاركي، او اوزوك گرك شاهين اولسون نه اينكي بير كندلي آدامين.	m2	book1
1716	بو سؤزه هئچ اينانمارام، چونكي ميلچك هر يئرده اولماز.	m2	book1
1730	گل بوردان گئده‌ك، بورادا ياغ‌ايله شورون قيمتي بير اولدوغونا گؤره بورادا قالماق اولماز.	m2	book1
1744	گئديرلر قيزي گتيريرلر و قيزا دئييرلركي، سن او يئردن گونده ايكي دفعه كئچيبسن، اوستانين فيكري سنده اولوب ائوي ايكي مرتبه‌يه قالديريب، اوغرودا ديواردان آشاندا ييخيليب قيچي سينيب.	m2	book1
1758	چونكي او ايسته‌يير بو آسيلماقلا، ابدي حكمدارليغا چاتسين.	m2	book1
1772	اويان- بويان باخدي بيرده‌ن گؤزو دوشدو چينار آغاجينين باشينا‌،گوردو اوردان گوزه بير قيز بونا باخير.	m2	book1
1786	ايندي نه جوروموش کي سيمرغ چپرين اچينه باخميرميش آمما بيليرميش قيز ننه‌سي اولماياندا چپرين ايچينده قالير.	m2	book1
1800	قيزيم سنه دئييرهم، گلينيم سن آنلا هر ايكي مثلين ياخين علاقهسي وارسا، كيچيك بير فرقه ده مالك دير.	m2	book1
1814	آنجاق اونون اوتانجاقليقي بو ايشه مانع اولور.	m2	book1
1828	اوغلان اوتانماز ـ اوتانماز جاواب وئرير:	m2	book1
1842	مختلف نوع لاري اولان و مختلف اؤلكه لرده ياييلان صدر آغاجي آذربايجاندا يالنيز ال وئريشلي بيتگيلردن حساب اولونور.	m2	book1
1856	اونلارين ايكيسي چوخ بيلميش و حيله‌كار، كيچيك اوغلان ايسه صميمي و فداكار ايدي.	m2	book1
1870	سن گره‌ك مني چاغيرايدين، من اؤزوم بو ايشي حل ائده‌‌يديم.	m2	book1
1884	اونلار گئديب، او شهرلرده حامام شاييردي اولدولار.	m2	book1
1898	خوش گونون اولسون، دﺉ گؤروم منيم آديمي هاردان ائشيديبسن ؟	m2	book1
1912	قيز سئوينجك اونون يانينا گلدي و اوندان خواهش ائتدي‌كي، هريانا گئتسه اونو اؤزوايله آپارسين.	m2	book1
1926	دور دؤيوشه‌ك اونلار دؤيوشمه‌يه باشلاديلار، صياد بونودا قيرميزي دئو كيمي اؤلدوردو.	m2	book1
1940	آييلسا يوز سنين كيمي پهلواني اوُدار.	m2	book1
1954	او دنيزين قيراغيندا يئرلشن محتشم سارايي، شاهين اولدوغو يئردي.	m2	book1
1968	اوچ قارداش، اؤزگه ولايتدن دؤنوب، اؤز اؤلكه‌لرينه قاييتماق قرارينا گلديلر.	m2	book1
1982	سونا بولبول سوسوب قالدي، هئچ قاناديني بئله ترپتمه‌دي.	m2	book1
1996	صياد اوندان آيريليب بير درزييه شاييرد اولدو و شاهين ايسته‌ييني يئرينه يئتيرمك ايسته‌دي.	m2	book1
2010	باشون بدنيوه نييه آغيرليق ائله‌يير ؟	m2	book1
2024	من سيزين ولايتي دولانيرديم، گؤردوم، بير قوش اوچور، اونو ايزله‌ييب، توتدوم، گؤردوم منيم آختارديغيم سونا بولبولدو.	m2	book1
2038	صياد بولبولو، آپاردي باغا و دئدي:	m2	book1
2052	خئيردير، انشاءلله، ايسته‌ييريك، شاهين خزانه‌سينه بير آز ال گزديره‌ك.	m2	book1
2066	ختايي بونلاري باغيشلادي و اونلارا اؤيود وئردي‌كي، سيزده بير بئله استعداد و باجاريق واردير، اونو گرك مثبت يولدا ايشه سالاسيز، حئيف‌دير بو هنرلري اوغورلوق يولوندا ايشله‌ده‌سيز.	m2	book1
2080	آز گئديب، چوخ گئتديكدن سونرا، هوندور بير داغين اته‌يينده دينجلمه‌يه باشلادي.	m2	book1
2094	بئله‌ليكله، تولكو دوستلاريني بير يئره ييغيب دئدي:	m2	book1
2108	او آروادي‌ايله قيزيني چاغيريب اونلارا، سيزي گؤستره‌ر و دئيه‌ر:	m2	book1
2122	او واخت آيي توكانلارا گيريب، گؤزه‌ل – گؤزه‌ل پارچالار گؤتور‌ه‌ر.	m2	book1
2136	چوخ ياخشي، ايندي منه بير شوشه شراب وئرين گئديم.	m2	book1
2150	اوغلان قبول ائتدي، قاري قاليب، اونلارا قوللوق گؤسترمه‌يه باشلادي.	m2	book1
2164	قيز گئتدي اونا يئمك گتيرسين، پيشك‌ده قاچيب تولكونون يانينا گلدي و ماجراني تولكويه دانيشدي.	m2	book1
2178	مني گؤز‌له‌ين چاديرا ياخين گلمه‌يين.	m2	book1
2192	بونونلادا اوزانيب، يالاندان اؤزونو يوخولوغا ووردو.	m2	book1
2206	تولكو اوغلاني اؤلكه‌يه پادشاه و قيزي‌دا ملكه، اوغلان‌دا حئيوانلاري اؤز يانلاريندا ساخلاييب، بيرليكده ياشاديلار و دوشمانلارينا غالب گلديلر.	m2	book1
2220	اونا گؤره قوجايا توختاقليق وئرمك مقصدي ايله دئيير:	m2	book1
2234	ابتیدائی انسان ایسه بونلارین هامیسینی اؤز یارادیجیلیغی ایله بزه‌میش، شخصلندیرمیش، نسیلدن-نسیله سؤیله‌یرک ابدی‌لشدیرمیه چالیشمیشدیر.	m2	book2
2248	و یا یاخین بیر انسانین باشینا بیر موصیبت گله‌جیی اونون بوراخیب گئتدیگی شئیده ده اؤز علامتینی گؤستره بیلیر.	m2	book2
2262	دللک پادشاهین پاپاغینی قورخا-قورخا گؤتورور، آمّا هئچ بیر شئی گؤرمور.	m2	book2
2276	بو قبیل ناغیللار موهوم عنصرلرله دولودور.	m2	book2
2290	لاکین حال آناسیندان بحث ائدن عاوام ناغیلچی بئله دئییر:	m2	book2
2304	بو دا ناغیللارین نه کیمی مرحلهلر کئچیرمیش اولدوغونا بیر دلیلدیر.	m2	book2
2318	بوراداکی قادین ارینین حقیقی یاردیمچیسی اولوب، اونو ان شجاعتلی آددیملار آتماغا روحلاندیریر.	m2	book2
2332	دیولرین آراسیندا قارا باشلی، آغ باشلی، بیر باشلی و یئددی باشلیسی اولور.	m2	book2
2346	درویشده هر بیر شئیی قیزیلا چئویرن اکسیر داشی اولور.	m2	book2
2360	ناغیللار ایستر گولدوروجو یومور، ایسترسه قهقهلی ساتیرا واسطه‌‌‌سیله اولسون، هر یئرده امکچی کندلینی استثمار ائدنلری افشا ائدیر.	m2	book2
2374	یوخسول کندلی تاجیرلرین بو کیمی جان آغریدیجی، قدّار علاقه‌‌‌لرینی تصویر ائدیرکن، بو یئنی گروهون داها چوخ قانا سوسایان اولدوغونو و اؤز حالی‌نین یاخشیلاشماسینی الدن وئرمه‌مک اوچون هر بیر جینایته حاضر اولدوغونو آنلاییر.	m2	book2
2388	یوخاریدا ساخلانیلان چتینلیکلر اوزره ناغیللاردا کسکین اجتماعی خط نظره چارپیر.	m2	book2
2402	صاباح اولدو، تئزدن آروادی علیمردان اوچون خامرالی باغلادی، بیر آز دا داشا دؤنموش پئندیر قویدو، علیمردان دوشدو یولون دوزونه.	m2	book2
2416	– باخ، جینّی دره‌دن بئله-بئله سسلر گلیر.	m2	book2
2430	اوندا سن سسلن کی، من یوزارام.	m2	book2
2444	پادشاهلار بیر-بیریینن چوخ دعوا ائلییه‌جکلر.	m2	book2
2458	علیمردان آرواد-اوشاخلارینان حلال-همّت ائله‌دی.	m2	book2
2472	تکی بالالاریم مندن سورا فراغت یاشایا بیلسینلر.	m2	book2
2486	بیر گون بولار سوودا‌یا گئتمیشدیلر.	m2	book2
2500	من هئچ بیر کیشی خایلاغی گؤرمه‌میشم.	m2	book2
2514	قیز چیخدی، دئو گؤردو، پاهو، بو بیر قیزدی کی، یئمه، ایشمه بونون خطی- خالینا، گول جامالینا تاماشا ائله.	m2	book2
2528	جئیران دان، مارالدان اولاییب گلیردیلر ائولرینه.	m2	book2
2542	سحر تئزدن گؤی مینجیخنان دئو اووا گئتدی.	m2	book2
2556	گؤردو بیر گؤی‌گؤز، ساری ساققال کیشی چاغیریر:	m2	book2
2570	اؤکوزلری، ایتی گؤتوروب گئتدی جوت اکمه‌یه.	m2	book2
2584	– تا نییه موردار ائله‌ییدیم، هئچ اولماسا، اتین یییریک.	m2	book2
2598	– گؤی مینجیخ، سن ده بئل-کولونگ گؤتور گل.	m2	book2
2612	بونلارین باشی قاریشان کیمی خلوتجه دوردو گیردی فارماشا، پالتارلارین آراسیندا گیزلندی.	m2	book2
2626	گئجه‌نین بیر واختی کیشی بونو دورتمه‌لهییب دئدی:	m2	book2
2640	گؤیدن اوچ آلما دوشدو، بیری منیم، بیری اؤزومون، بیری ده ناغیل دئیه‌نین.	m2	book2
2654	قونوم-قونشو ییغیشیب ایشی بولندن سورا دئدیلر:	m2	book2
2668	چایچی گؤردو کی، بیر قاریدی بیر اوشاغین الیننن توتوب ساتیر.	m2	book2
2682	آخیر کی، بونلاری ائله راحت ائله‌دی کی، لوطولار عؤمرونده بو استراحتی گؤرمه‌میشدیلر.	m2	book2
2696	– ای آناسین ساتدیغی فاطی قاری‌نین اوغلو کئچل محمّد، سنه دئمیرم چیخ بوردان، رد اول!	m2	book2
2710	گؤردو بیر باققال کیشمیشی، نوغولو، بادامی تؤکوپ ساتیر.	m2	book2
2724	سس-کویه بازار دارغاسی گلدی، احوالی سوروشدو.	m2	book2
2738	باققال گؤردو ایش خرابدیر، تئز دئدی:	m2	book2
2752	لوطولار ضامن اولوب محمّدی گتیردیلر منزیللرینه.	m2	book2
2766	سلامات قورتاردیم، وئررسینیز اؤزومه، قورتارمادیم قاییداندا فیلان شهرده بیر فاطی قاری وار، وئررسیز اونا.	m2	book2
2780	دولانا-دولانا گلیب شهرین او بیری قیراغینا چیخدی، گؤردو بیر جیغیر گئدیر، دئدی:	m2	book2
2794	اوغلان گؤردو محمّد اونو اؤلدوره‌جک، ایسته‌دی قاچسین.	m2	book2
2808	پاهو، بورا بیر باغدی، دئییرسن بهیشتین بیر گوشه‌سیدی ؟	m2	book2
2822	آیا دئییللر سن چیخما، من چیخیم.	m2	book2
2836	اللهین آلتدا او بوردا اولایدی، بو خؤرگی اوننان یئییب، اونا اره گئدیدیم.	m2	book2
2850	سحر تئزدن قیز لؤح اوخویوب محمّدی ائله‌دی بیر چؤپ، اؤزوده دونون گئییب اولدو بیر گؤیرچین.	m2	book2
2864	دئیرسن کی، قول صاحبی اولاسان، خانیم دئییردی، بو گئجه فیلان یئرده پادشاهین ائوی کیمی بیر ائو ایسته‌ییرم.	m2	book2
2878	اوندا یئتیب گؤردو کی، آز قالیب ها جلّاد ائله آغالاری‌نین بوینونو وورهاووردو.	m2	book2
2892	دئدی، یوخ، اولا بیلمز، یقین من یانلیش گلمیشم.	m2	book2
2906	گرک منه نار ایچینده حوری گتیره‌سن، گتیرمه‌سن بوینونو ووردوراجاغام.	m2	book2
2920	محمّد گئدیب پادشاهدان قیرخ گون مؤهلت آلدی.	m2	book2
2934	اوستو طی نار، آنجاخ هر نارین ساپلاغی‌نین دیبینده ایلانلار یاتیب.	m2	book2
2948	– سن الله، پادشاهی اؤرگتمهیین، قویون، من ده گئدیم باجیلاریمین یانینا.	m2	book2
2962	عدالتینه گوج ائله‌مه، سویون اوزونده ائو تیکدیرمک اولارمی ؟	m2	book2
2976	دئنن، قول صاحبی اولاسان، خانیم دئییردی، دریانین اورتاسیندا بیر ائو تیکدیرسین، پادشاه، وزیر، وکیل آرواد-اوشاغینان اورادا اولاجاخ.	m2	book2
2990	پادشاه امر ائله‌دی نه قدر یاخین آداملاری واریدی، هامیسی آرواد-اوشاخلارینان برابر کؤچدولر ائوه.	m2	book2
3004	– قورخما، داها واختی کئچیب، هله سنه خاطر قویدولار، اؤلدورمه‌دیلر.	m2	book2
3018	بو پادشاه فیکیرلشیردی کی، بیر بئله تورپاغیم، بیر بئله دؤولتیم اولا، بیر اؤولادیم اولمییا کی، باری اونا صاحیب اولا.	m2	book2
