NO	Sentence	ID	book_name
245	طبرينين مشهور تانری تعالی آدمه اوْنون اوچون آد وئرديگی، اوْنويئرين عدمينده‌ن ياراتميشدی يازيلماق، دوشمك واختی ايله عوامين نظرينده بير بدبختليك، مصيبت كيمی قيمت‌لنديريليردی.	m1	book1
259	ميرزا ابراهيم زاده‌نين پيئسينده صنم اؤزقيزينا دئيير:	m1	book1
273	گمان ائتمك اوْلاركی، بو ايفاده يالنيز، آهنگ، قافيه خاطيرينه ايشله‌نميشدير.	m1	book1
287	ايفاده‌نسبتا ً قديم واريانتی ، شكليند ائوه قايينديم.	m1	book1
301	تورك خالقلارينين اولو باباسی اوْ غوز حاقیندا روايتلر ده‌ن بيرينده‌ن گؤستريلير كی، اوْهله آنا‌سينين قارنيندا تانرينين آدينی اؤيره‌نيب ذكر ائديردی.	m1	book1
315	توپراق، يئرين حساب ائديلمه‌سی اكينچي‌ليك تصرفاتينين ميدانا گلديگی چوخ قديم دؤورلرله علاقه‌داردير.	m1	book1
329	چؤره‌يين انصافسيرجاسينا اصرافينا يوْل وئريلمه مه ليدير.	m1	book1
343	تهماسب داستانيندا بحث ائده‌ركن گؤستريركی، چنلی بئلده .	m1	book1
357	بو عادتين اسلام دينی ايله علاقه سی يوْخدور.	m1	book1
371	قيشقيريب باغرينی دا يارما، اوشاغدير اوشاغيم.	m1	book1
385	بيزيم داغلاريميزين ترلانلارينی، قيزيل قوشلارينی آشاغيلارين- قاراباغين قارا- قوْرخاق، آغ اودّه‌ك بيلرينه اؤتورمو سونوز».	m1	book1
399	بونا گؤره‌ديركی، سبب ايله‌نتيجه‌نين علاقه سينی دوزگون معين‌لشديره بيلمه‌يه قديم انسانلا اؤلوم ايله بايقوشون اؤتمه‌سی آراسيندا گيزلی بير رابطه، داخلی بير باغليليق اوْلدوغو قناعتينه گلميشديلر.	m1	book1
413	ايفاده واختي ايله اينگليس بورژوا اينقلابيندا گؤركملی روْل اوْيناميش اوْ.	m1	book1
427	عباس زاده‌نين اثرينده قربان كيشی‌نين دوشونجه‌لری بئله وئريلير:	m1	book1
441	رحمانين اثرينده شلاله آدلی گؤزل بير قادين بيرينجی اری آسلانا خيانت ائدير، سوْنرا ايكينجی دفعه صالحه اره گئدير.	m1	book1
455	اسلام دينين دن چوْخ- چوْخ قديم‌لرده هر هانسی فلاكتدن خلاصه اوْلدوقدا صدقه وئريرديلركی، بو صدقه موافق شخصين باشی اؤزرينده و يا اطرافيندا اوچ دفعه دوْلانديريليردی.	m1	book1
469	يوخاريدا قيد ائتديگيميز اوچونجو ايفاده سی ده بو آيينين سوْنونجو سوره سيني تمثيل ائدير.	m1	book1
483	توی ائوینه گیره‌ن کیمی کیشی آشاغی باشدا اگله‌شیر.	m1	book1
497	او بیر نئچه آی یاد ولایتده قالدیقدان سونرا، دویورکی، اونون قارنی گئتدیکجه شیشیرو هرنه قده‌ر چالیشیرکی، سببین بیلسین، بیله بیلمیر.	m1	book1
511	وزیر، بوواخت چؤله گزمه‌یه چیخیر.	m1	book1
525	اسکندر اول اینانمیر، اونا ائله گلیرکی، چوبان یالان دئییر:	m1	book1
539	اگر سن او شرطه عمل ائله سن من طبيعتین قوینوندا يئر‌لشن بو داغلاری تانیق گتیریب، سنین اوغورلوغونا برات قازاندیرارام.	m1	book1
553	اوغورو بیر آز فیکیرلشندن سونرا دئدی:	m1	book1
567	اوغلان ائوه قاییدیب، تورپاغی شوملادیغینی آتاسینا بیلدیرییر.	m1	book1
581	ایگید آسدیغینی کسمز ایگید آسدیغینی کسمز آتالار سؤزوندن دانیشمازدان اوول دئمه‌لی‌ییک کی، مثل‌لریمیزین دامارلارینا هوپان قان، عصرلر بو ائل کلامینی یاشادیب.	m1	book1
595	* آغام ابوالفضل سنین بئلینده‌ن وورسون.	m1	book1
609	بونون قارشیسیندا اونون قادینی آغیر زحمتلره قاتیلیب، بونون باشینی دولاندییردی.	m1	book1
623	تئز باشینی یئرده قویان کیمی اونو یوخو آپاردی.	m1	book1
637	اونلارین قورخوسوندان بو باغا انسان آیاغی دگمزایدی.	m1	book1
651	احمد گؤردو حیله‌سی بتر توتوب، تئز رامنیلیق وئریب، دئدی قوی سن دئیه‌ن اولسون.	m1	book1
665	کیچیک دیو دئدی، عیب ائله‌مز، بلکه بیرگون یئری گلنده ایشیمیزی حل ائله دی.	m1	book1
679	اونا گؤره قاییدیب، دئدی کی، نییه داریخمیرام.	m1	book1
693	بونون یانیندا اولاغین بدبینی داغ چؤر- چؤپی، مسئله آغاجلاری بتر سوکوب، اونو پیس بیر وضعه سالمیشدی.	m1	book1
707	دئییلن‌لره گؤره بیریسی‌نین بیر دوه‌سی ایتیر و بو آدام یئره- گؤیه زنجیر سالیر- سادا اونو تاپا بیلمیر.	m1	book1
721	هر کیمین هر نه سوالی وار دئسین جاواب وئریم، علسگر هامی‌نین سورغوسونا تئز جاواب وئریب، اوره‌ک آچیلیغی ایله مجلسی دورو وورور و داها سونرا گلیر مجلسین آشاغاسیندا اوتوران اوشاقلارا اوزون توتوب سوروشور:	m1	book1
735	اوشاغین عاغیل و ذکاسینا عاشیق علسگر دؤنه- دؤنه آفرین دئییر و مجلسه قاییدیر.	m1	book1
749	بونو ائشیدنده کیشی، گلن آدامدان عاییب اولماسين، دئیه قاپیا گلیر و گوله- گوله دئییر:	m1	book1
763	او گئتمه‌ینیه گئتدی، آنجاق اونون بیر کیسه پولو یادیندان چیخیب، قالدی.	m1	book1
777	بیر کتده احمد آدیندا چوخ ایگید و مرد خاصیت بیر گنج واریمیش، آنجاق یاشادیغی کندین کتخوداسی فرصت آختارییرمیش اونو بیر باهانه ایله آرادان گؤتورسون.	m1	book1
791	ننه مین گورونا آند اولسون اؤز گؤزلریمله گؤردوم.	m1	book1
805	بیر اوغرو زامان الده ائتدیکدن سونرا، نردوانی گؤتوروب، سؤيکه‌ییر بیرینین باغی‌نین دووارینا، دووارین باشینا چیخدیقدان سونرا، نردوانی چکیر باغین ایچینه، انیب، دوشور باغا، میئوه‌لی بیر آغاج تاپیب، نردووانلا چیخیر آغاجا، اوغرو اول قارینی عمللی باشلی دویورور، سونرا جیب‌لرینی و کؤینه‌یی‌نین آراسینی تمامی ایله دولدورور، اوغرو یئره دوشر- دوشمز باغ صاحبی یئتیشیر، باغ یییه‌سی اؤزونه مخصوص بیر لحن ایله اوغرودان سوروشور:	m1	book1
819	ایندی بو دئییمین کؤکو و منشایی بیزه آندیران ماراقلی بیر احوالاتی دقتدن کئچیریک.	m1	book1
833	هه قارداش تئز اول دئی گؤروم، آتی ایندی هارا باغلاییم.	m1	book1
847	بونو گؤره‌ن شاه وزیرلرینه دئییر:	m1	book1
861	باققال دئيیر قولاق آس دئيیم نئجه اولدو:	m1	book1
875	بونون گولمه‌یی یوخدور، یقین قوزقون کوچویو ووروب قانادینا آپاریب گؤیه اونا گؤره ده کوچوک ونگیلده‌ییبدیر.	m1	book1
889	یئنه بو قونشو او قونشودان سوروشور:	m1	book1
903	شاه بو سؤزو سهو باشا دوشور، اونا ائله گلیرکی، شاه آللاهدان ایسته‌ییر.	m1	book1
917	بو مثلیمیزین آچیقلاماسی دیر بو مثل تکجه مجازی و ایهام معناسیندا ایشله‌نمیر، بلکه، فلسفی و اجتماعی بیر فیکیرین افاده‌سینی ده بیر آینا کیمی گؤز قاباغیندا قویور و هامی اوچون منعکس ائله‌ییر.	m1	book1
931	دوستوم اؤلنده مگر منه وصیت ائله‌مه‌دی کی، گؤزوم اولارین اوستونده اولسونه.	m1	book1
945	آتالار بوش یئره دئمه‌میشلرکی، سؤز سوز دیل بیرقپیه ده ده‌یمز.	m1	book1
959	آرواد اؤز ارینی مخاطب قرار وئره رک سؤزلرینی بئله دوام ائتدیرمه‌یه باشلادی:	m1	book1
973	بگ گئتمه‌یینده اولدو، آرواد دا پال- پالتارینی عوض ائله‌ییب، باشلادی، تعریفی گؤیلره چیخان قادینی آختارماغا.	m1	book1
987	من بئله ائله‌مه‌سم اریمین چکدیگی زحمت‌لرینی دویمارام.	m1	book1
1001	اوندا ارینله ده خوش رفتار ائله‌سن، اودا سنی اینجیتمز.	m1	book1
1015	بلی بو وظیفه ده اوغلان گئنه آتاسینا مراجعت ائدیب، ائله همین سؤزو ائشیدیر.	m1	book1
1029	قدیمکی‌لرین سؤزودور دئییرلر، ائله همین بیزیم بو ائلده بویورد- دا بو ماحالدا ایکی طایفا آراسیندا بتر دوشمنچیلیک یارانیر، همین دوشمنچیلیک نتیجه‌سینده آرادا قان دوشور، یعنی بیر نفر آرادا اؤلور.	m1	book1
1043	اوغلان بیر ته‌هر آتدان ائنیب، سفره‌یه یاخینلاشیر، چؤره‌ک کسیر.	m1	book1
1057	آنجاق بوسيزين آغزينينزين سؤزو دئييل دوزونو دئمزسيزسه، هامينيزي اؤلدورهرم.	m1	book1
1071	گونلر بير ـ بيريني قوووب قارداشلار سفردن قايتديلار.	m1	book1
1085	قوجا جاواب وئريب دئدي كي، ياخشي باشا دوشمه‌ديم، بير ده .	m1	book1
1099	اونلاركي، دونيا ماليندا بوغولماييب، قناعتله كئچينميشلر و اوكس لركي، پيالانين ايچينه جوموب آرتيق طاماحكارليق گؤستره‌رك، چوخ يئمه‌گه چاليشميشلار.	m1	book1
1113	گئجه اولاندا، اوجاغي يانديريب اؤزومه شام بيشيريره‌م، پلوو بيشن كيمي، اوخويوب اويناييرام، بيرده ولي خان حكمدار اولاندان بري آيري بير ايلنجم يوخدور.	m1	book1
1127	چوخ تعجب‌لي حالديركي، من او غريبه آداملا دانيشيب، دانيشماميش، حكمدار بئله بير فرمان امضالادي.	m1	book1
1141	تئز اول، گل بيزيمله گئده‌ك، ولي خان سني گؤز‌له‌يير.	m1	book1
1155	آنجاق اونا قصداً يئمك – ايچمك وئرمه‌دي.	m1	book1
1169	اگر اوغرو دوغرودان گلسه، اوندا من باشيما هارانين داشيني سالارام ؟	m1	book1
1183	ولي خان بيرده باشماقچي‌نين قاپيسيني دؤيدو، اونونلا بيرده شام يئمه‌لي اولدو.	m1	book1
1197	سن منيم حياتيمي قورتاردين، سندن تشكر ائتمه‌يه بير شئييم يوخدور، آمما بير داش پارچاسي وئريرم‌كي، دردينه چوخ گلر.	m1	book1
1211	آنجاق قارا بگ اونلارلا دانيشماغا بئله بير شرط قويدو:	m1	book1
1225	گؤرورسونوز من نه آتا و نه دوه‌يه مينيب، نه ده چمندن و يولدان اؤتوب گلديم.	m1	book1
1239	قوللوقچولار، عاشيقي قارا و سويوق بير داما سالدي و ان داش اوره‌ك‌لي بير جلاد اونا كئشيك وئردي.	m1	book1
1253	آمما خان سئوينجي‌ني گيزله‌ديب، اوغلاني، اورادان چيخارماق ايسته‌مه‌دي.	m1	book1
1267	عاشيق گؤردو، خانين آتلي‌لاري يئنه گلير.	m1	book1
1281	اَري اؤلن گوندن بري آرواد، اوغلونون لازيم اولان احتياجلاريني تأمين ائتمك اوچون آغير زحمتلره دؤزوب، اليندن گلني اسيرگه‌ميردي.	m1	book1
1295	هاچاندان ـ هاچانا ائوين اربابي گليب قاپيني آچاندا احمدي گؤروب تعجّوبله سوروشور:	m1	book1
1309	او قدر ديمديكله‌ييرلر كي، دري بير نئچه يئردن دليك ـ دليك اولور.	m1	book1
1323	احمد توو دابانا دئييب بير باشا اربابين قاپيسينا گلير، گؤرور كي ارباب اونو تانيمير، تانيسايدي دا احمدين اورادان ساليم قاييتماسينا اينانمازدي.	m1	book1
1337	قيرغيلار دريني ييرتاندان سونرا، اربابا قورخو ال وئرير.	m1	book1
1351	احمدده اؤز زحمتي‌نين نتيجه‌سيندن هميشه‌ليك اولاراق يوخسوللوقدان قورتاريير.	m1	book1
1365	سهويني ايندي گؤرهن خوروز هاراي ساليركي گلين مني تولكي آپارير.	m1	book1
1379	گونلرين بير گونونده حاكيم اؤزساراي خادملري ايله بيرليكده اويئردن كئچيردي.	m1	book1
1393	اوْ يوخسول كيشي ده اؤز جاهيل‌لييندن پشمان اولوب، حوكمداردان ايشبيله‌مك اوچون اونا بيرايش وئرمهيي ايستهدي عاغيللي باش سالامات اولار دئييرلر:	m1	book1
1407	مني باغيشلا، من سهو ائله‌ميشم، من ايسته‌ييرديم، سن منه بو سويا گؤره آجيسان، سنين باشووي يارام چونكي او گونو، اؤز اؤزووه باشووا اشاره ائده‌رك دئميشدين كي، سني او دونيايا سالم آپاراجاغام، بودا منه آغير گلدي ايسترديم، بو يول ايله، سنين باشووي يارام، ايندي گؤردوم كي، سنده بو يوموشاقليق، بو گؤزه‌ل رفتار وار، نه اينكي بو دونيادا، بلكه او دونيادادا، سن اونو سالم آپاراجاقسان.	m1	book1
1421	كوما اوچوق، سؤكوك بير دام ايدي.	m1	book1
1435	كرمين آتاسي زياد خاندا همين زياد خاندير.	m1	book1
1449	احمد يولدا بير كيشييه راست اولور، اونونلا صحبت ائلييه ـ ائلييه بير آز گليب، بؤيوك بير كنده چاتير.	m1	book1
1463	آرادان چوخ كئچير واخت تامام اولور احمد حق ـ حسابيني چكيب گئتملي اولور.	m1	book1
1477	كيشي گتيريب احمده ايكي ياغلي چؤره ك وئردي.	m1	book1
1491	احمد او ساعات بارماغيني ديشله‌ييب اؤز ـ اؤزونه دئدي:	m1	book1
1505	پولون يانيندان يازيلي بير كاغيذدا تاپدي.	m1	book1
1519	آرواد، دوز دئييرسن، آمما توي ائله‌مك اوچون گره‌ك بير آز پول ييغماق.	m1	book1
1533	اوغلان دميرچي نين يانيندا بير آي ايشله دي.	m1	book1
1547	هميشه اونون حيه‌طه چاغيريب بير يئرده اوينايارديلار.	m1	book1
1561	اي پادشاه ديل دن آجي شئي نه اولا بيلر ؟	m1	book1
1575	آمما بير آز صبر ائله، او كيشي‌نين سؤزونه يوخ، ايشينه فيكير وئر، اوندان وزير اولماز.	m1	book1
1589	بلي بونلار اوچوده فياض‌گيلين ائولرينه ساري گئتديلر.	m1	book1
1603	گونلرين بير گونو شر پاي – پيادا اوزاق سفره چيخميشدي، چوخ گئدندن سونرا يورولوب الدن دوشدو و آياقلاريني گوجله سورومه‌يه باشلادي.	m1	book1
1617	فيكيرلشدي بورادا بير آز دينجيني آلسين.	m1	book1
1631	بو گون همن آلاجا قويونون كئشيييني چكميشم.	m1	book1
1645	صاباحي گون بگ‌دن بير ايلخي آت آليب، اؤز يئرلرينه گتيردي.	m1	book1
1659	صمد بير درزي يانيندا ايشله‌مه‌يه باشلادي، احمدده توخوجولوق ايشلري قوردو.	m1	book1
1673	او آز گئتدي، يوز گئتدي، باشقا بير ولايته چاتدي.	m1	book1
1687	منيم سئحيرلي بير گوموش اوزويوم واردي اونو سنه وئره‌رم.	m1	book1
1701	يئييب ايچندن سونرا اوراني ترك ائتديلر.	m1	book1
1715	نوايي نين بو سؤزوندن راضي قالمايان سلطان دئدي:	m1	book1
1729	اونلار آز گئدير، يوز گئدير، دره - تپه دوز گئدير، نهايت گليرلر بير يئره چاتيرلار، گؤرورلركي، بورادا ياغ ‌ايله شورون قيمتي بيردير.	m1	book1
1743	من‌ده او قيزا باخيب، بيردن گؤردوم، ائوي ايكي مرتبه‌يه قالديرميشام.	m1	book1
1757	ابدي حكمدارليق آرزوسوايله، ايپي وزيردن آلير كئچيرير اؤز بوينونا و دارا چكن آداما دئييركي اؤز ايشيني گؤرسون.	m1	book1
1771	بير نئچه ايل بئله ليکله سووشدو قيز بير آز يئکلدي، عميسي اوغلو، اوجا بويلو، قارا گؤزلو اوزو آيا بنزه‌ر بير ايگيد اولدو، ائله کي بير گون آتا مينيب گلدي چينار آغاجينين ديبينده آتدان دوشدو.	m1	book1
1785	گونلر گليب سووشدو اونلارين بير آيري اوغلانلاري اولدو سونرالار اونلارين بير باشقا قيزلاري اولدو، اولدولار بئش.	m1	book1
1799	ائل ايچينده بونا اوخشار بير آيري مثليميزده واركي، دئيرلر:	m1	book1
1813	مالك اونون گؤزهل ليگينه حئيران اولاراق اوره‌يينده تصميم توتوركي، اونا بيرته هر ائلچي دوشسون.	m1	book1
1827	ياخشي دئ گؤروم، روس ديلينده قويونلا، كئچي‌يه نه دئييرلر ؟	m1	book1
1841	بوتون بومزيتلر همن آغاجين ديرين عكس ائتديرير.	m1	book1
1855	آذربايجاندا حؤكوم سوره‌ن بير پادشاهين اوچ اوغلو وارايدي.	m1	book1
1869	بو خبردن پادشاه چوخ ناراحات اولدو و باغباني‌دا بتر دانلادي:	m1	book1
1883	بؤيوك قارداشلار آسان يولو سئچيب، هره‌سي بيرينه گئتدي.	m1	book1
1897	نه هن دئيه بيلدي و نه يوخ.	m1	book1
1911	دئوي اؤلدورندن سونرا اونون بوينوزلاريني بير توربايا ساليب، اؤزوايله گؤتوردو.	m1	book1
1925	سن مهمان‌سان ايسترسن، الان ساواشاق، ايسته‌ميرسن قالسين سحره.	m1	book1
1939	او آدلي ظاليم بير پادشاهين الينده‌دي.	m1	book1
1953	گليب سو آتي‌نين بؤيوك باجيسينا، مسئله‌نين نه يئرده اولدوغونو دئديلر.	m1	book1
1967	اونوندا قارداشلاري گلدي، بوزامان صياد اونلارا ياخينلاشيب اؤزونو تانيتديردي و صياد اونلارا موشتولوق وئردي‌كي، داللاريجا گئتديكلري سونابولبولو تاپيب، آپارير آتاسينا.	m1	book1
1981	گؤزه‌ل بولبولوم، اوخو قوي باغيميز ياشيللانسين.	m1	book1
1995	قوجا ائوه گليب، ماجراني صيادا دانيشدي.	m1	book1
2009	اوغول گل بو داشلاري اته‌ييندن تؤك.	m1	book1
2023	سن نه ساياق اونو اله كئچيره بيلدين ؟	m1	book1
2037	اگر دوغرو دئييرسنسه، بولبولو اوخوت، قوي باغيميز گول آچسين.	m1	book1
2051	حكمدار هاوا قرانليقلاييب، گئجه بير آز كئچندن سونرا، گئري قاييدير، او يولدا گئده‌ركن، قاباغينا اوچ نفر چيخير، سالام وئريب، سالام آلديقدان سونرا، شاه بولاردان سوروشوركي، خئير اولا، هارا گئديرسيز، اونلاردان بيري:	m1	book1
2065	بيغيني ساغ طرفه ترپت‌ها، يول يولداشي اولموشوق.	m1	book1
2079	آتيني مينيب، تفنگيني گؤتوردوكدن سونرا، باشلاييب يولا دوشدو.	m1	book1
2093	اونلار گرك اؤزلرينه باشچي سئچه‌ايديلر.	m1	book1
2107	بونو شاه گؤروب، حئيرتله‌نر و ظن ائده‌ركي، هامي اوندان قورخور، حتي حئيوانلاردا.	m1	book1
2121	سن شهره گئديرسن، هامي سني گؤروب، توكانلاردان چيخاجاق و سنين آردينجا گله‌جك‌لر.	m1	book1
2135	چوخ ياخشي قيزيللارين ياريسيني ايندي و قالان ياريسيني‌دا قيزي تاپاندان سونرا وئره‌رم.	m1	book1
2149	قيز اوغلاندان خواهش ائله‌دي‌كي، قاري هميشه‌ليك اونلارلا قالسين.	m1	book1
2163	بيرده باخ گؤركي، سنين گؤروشوندن سئويندي يا يوخ ؟	m1	book1
2177	انسانلارين اتيني يوخ، آتلارين اتيني يئيين.	m1	book1
2191	اونا گؤره‌ده اوغلاني آرادان آپارماق ايسته‌دي.	m1	book1
2205	بئله‌ليكده، شاه و بعضي ياخين آداملاري اود ايچينده يانيب، كوله دؤندولر.	m1	book1
2219	جاوان قوجانين بو سؤزوندن توتولدو و بيلدي كي، قوجا قبر ائوينه ياخينلاشديغي اوچون بئله دئيير.	m1	book1
2233	ناغیللار اونلاری یاراتمیش اولان انسان جمعيّتی قدر قدیمدیر.	m1	book2
2247	مثلا، آمریکا و اتریش طایفالاری‌نین اینانیشینا گؤره بیر دوشمنین هئیکلینی دوزلدیب اونا عذاب وئریلرسه و اونون اورگی چیخاریلیب ازیلرسه، دوشمن اؤلور.	m1	book2
2261	سن منیم باشیمی قیرخاندا گؤردویون سیرّی بیر آداما دئمیش اولسان، باشینی سنن قاباقکیلارین باشی کیمی ووردوراجاغام.	m1	book2
2275	انسانلارین آیری-آیری حئیوانلارا قارشی موناسیبتیندن تؤر‌ین علاقه‌‌‌سینی آنلادان توتئم حِکایه‌‌لری گئت-گئده جمعيّتین ديَیشمه‌سیله ديَیشیب قولیابانی، حال آناسی حِکایه‌‌لرینی مئیدانا گتیریر.	m1	book2
2289	اصلینده ایسه دوغان آرواد آغری‌نین گوجوندن باییلارسا، دوغولاجاق چاغانین بوغولماسی قورخوسو و بیر سیرا باشقا نتیجه‌لر تؤر‌مه‌مه‌سی‌نین قارشیسینی آلماق اوچون قادینی باییلماغا قویمازمیشلار.	m1	book2
2303	طرفیندن سویولماسی، قول امگینین استثماری و بونلارین آراسیندا اجتماعی جمعيّتدن اوّلکی دؤورلری آندیران حادثه‌‌‌لر و میفولوژی دونیاگؤروشلری بیر ناغیلا توپلاندیغی حاللاردا آز دئییلدیر.	m1	book2
2317	بو کیمی ناغیللاردا ایشتیراک ائدن قادین نقشی بوتؤو بیر حالدا قالمیشدیر.	m1	book2
2331	بونا باخمایاراق بو عفریته قوووتلی، بویلوبوخونلو ناغیل قهرمانینا وورولماقدان چکینمیر.	m1	book2
2345	لاکین ناغیلدا ووجودونا اذيّت وئریب ایشگنجه چکن درویش، شیخ صفی‌نین سونا قدر مریدی و یاخود اونون نو‌سی، سونرادان شاه اسماعیل اولان شیخ اسماعیلا اطاعت ائدن درویش تصویر ائدیلمه‌ییر.	m1	book2
2359	بو جهتدن ناغیل امکچی کوتله‌نین یئنی نسیللرینده ظالیملارا – آغالارا قارشی کین و عداوت بسله‌مک اوچون ان کسکین بیر آلت اولور.	m1	book2
2373	هر گون اونو داغا چیخاریر، اورادان صاباحدان آخشاما قدر جواهیرات ائندیریر، گونون آخیریندا ایسه بو جوان عواملیغی نتیجه‌سینده قوربان گئدیر.	m1	book2
2387	چوخ زامان تصادوف ائتدیگی اوغلانی سیناییر و اؤزونه غالیب گلنه ال وئر‌رک ماسکاسینی آچیر و اونون حیات یولداشی اولور .	m1	book2
2401	اولسون کی، بیر یاندان بختی آچیلدی.	m1	book2
2415	علیمردان کیشی بیر آز دا یئیین ترپندی.	m1	book2
2429	بیر آدام چیخسین بو شهردن، گلسین منیم یوخومو یوزسون.	m1	book2
2443	– پادشاه ساغ اولسون، دونیا چوخ قارما-قاریشیق اولاجاق.	m1	book2
2457	من کی، هئچ بیر شئی بیلمیرم.	m1	book2
2471	اونا ووردوغوم یارادان اؤترو اونا یالواریم، بلکه قانیننان کئچه، یوخ ایسته‌ییر، چالسین اؤلدورسون.	m1	book2
2485	بونلارین بیر ده بیر باجیسی وار ایدی.	m1	book2
2499	– قارداش، منیم گوناهیما باتیب، ناحاق قان ائله‌مه.	m1	book2
2513	– هر کیمسن چیخ، آند اولسون سلیمان پیغمبرین باشی‌نین جیققاسینا سننن ایشیم یوخدو.	m1	book2
2527	دئو بونو هر گون اؤزوینن اوا آپاریردی.	m1	book2
2541	بونلار تزه‌دن اؤپوشدولر، گؤروشدولر، گئجه‌نی شادلیغنان کئچیردیلر.	m1	book2
2555	او قدر گئتدی کی، چیخدی بیر شهره.	m1	book2
2569	کیشی داییسینا دئین شرطی بونا دا دئدی.	m1	book2
2583	– اؤکوزلر موردار اولدو، یوخسا باشین کسدین ؟	m1	book2
2597	گؤی مینجیخ گئدیب اوشاغین مئیتین گتیردی، کیشیینن آرواد مئیتی گؤتوروب گئتدی قبریستانلیغا.	m1	book2
2611	– آغیردان، یونگولدن قابلا فارماشلارا، بیر نئچه دست ده یاتیبدوراجاخ قوی، یوکلنک قاچاخ.	m1	book2
2625	گؤی مینجیخ او قدر گؤزله‌دی کی، بونلار یوخویا گئدنده آروادی گتیردی قویدو اؤز یئرینه، اؤزو گیردی آروادین یئرینه یاتدی.	m1	book2
2639	او یئدی-ایشدی، یئره کئچدی، سیز ده آددییین دؤوره کئچین.	m1	book2
2653	فاطی قاری ائوه گلیب گؤردو کی، کلفین بیری یوخدو.	m1	book2
2667	فاطی قاری توتوب محمّدین الیندن دوشدو بازارین جانینا:	m1	book2
2681	لوطولار تا کی گلیب ییغیشدیلار منزیله، محمّد او ساعت بولارین میزین حاضیرلاییب، منزیللرین ائله سیلدی-سوپوردو کی، قیرخ آرواد دا بئله تمیزلهیه بیلمزدی.	m1	book2
2695	محمّد باشین قالخیزیب گؤردو هئچ کس یوخدو، بند اولمویوب باشلادی گئنه چالماغا.	m1	book2
2709	محمّد فیشدیریخ چالا-چالا بازاردان گئدیردی.	m1	book2
2723	محمّدین آجیغی توتوب ووردو باققالین باش گؤزون ازدی.	m1	book2
2737	– قبله‌-عالم، قیرخ گون مؤهلت وئر، اگر بو جورابدان من قیرخ جوت گتیردیم، بو باققالین بوینو وورولسون، اگر باققال گتیردی، منیم بوینوم وورولسون.	m1	book2
2751	بو دا منیم آغالاریم، ایندی باققال نه دئییر.	m1	book2
2765	– یوز تومن ییغین، بئلیمه ده بیر ایپ باغلایین، آتین نهنگین آغزینا.	m1	book2
2779	شهره داخیل اولوب گؤردو کی، چؤرگلر تندیره یاپیلیب قالیب، دوکانلاردا ماللار باشینادی؛ آمّا بیر انسان یوخدو شهرده.	m1	book2
2793	اونو او دیوارا-بو دیوارا او قدر ووردو کی، بیر قات قابیغی گئتدی.	m1	book2
